Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Total_Goals,Note
06/02/16,Den Haag,Roda,2,2,1,4,0.31183725475510604
06/02/16,Heerenveen,Twente,1,3,1,4,0.40760974894847224
06/02/16,Heracles,Zwolle,2,0,0,2,0.3217772439858235
07/02/16,Ajax,Feyenoord,2,1,1,3,0.3929527639368671
07/02/16,Graafschap,Nijmegen,1,1,1,2,0.24687208918914855
07/02/16,Groningen,Cambuur,2,0,0,2,0.42261584040344147
07/02/16,Utrecht,PSV Eindhoven,0,2,0,2,0.4130295303755719
12/02/16,Cambuur,Utrecht,0,2,0,2,0.3334100946431654
13/02/16,Heracles,AZ Alkmaar,3,6,1,9,0.2424818910630514
13/02/16,Roda,Twente,0,1,0,1,0.3581967220082731
13/02/16,Vitesse,Heerenveen,3,0,0,3,0.3533036516563076
13/02/16,Willem II,Graafschap,0,0,0,0,0.4926409891625031
14/02/16,Excelsior,Den Haag,2,4,1,6,0.2564864789429805
14/02/16,Groningen,Ajax,1,2,1,3,0.23356471684322194
14/02/16,Nijmegen,PSV Eindhoven,0,3,0,3,0.19937715512306728
14/02/16,Zwolle,Feyenoord,3,1,1,4,0.5531821830440526
19/02/16,Den Haag,Zwolle,0,2,0,2,0.38996148023648947
20/02/16,AZ Alkmaar,Groningen,4,1,1,5,0.46426673701213
20/02/16,Heerenveen,Nijmegen,1,1,1,2,0.2906121021353345
20/02/16,PSV Eindhoven,Heracles,2,0,0,2,0.28510568709006623
20/02/16,Twente,Cambuur,3,0,0,3,0.38679475490134807
21/02/16,Ajax,Excelsior,3,0,0,3,0.2770188537363808
21/02/16,Feyenoord,Roda,1,1,1,2,0.2839806610403066
21/02/16,Graafschap,Vitesse,2,2,1,4,0.22953083779104522
21/02/16,Utrecht,Willem II,2,1,1,3,0.23051501119713258
26/02/16,Excelsior,Nijmegen,2,0,0,2,0.2733917366867069
27/02/16,Cambuur,Zwolle,1,0,0,1,0.12675732845108895
27/02/16,PSV Eindhoven,Den Haag,2,0,0,2,0.36440208025200055
27/02/16,Twente,Groningen,2,0,0,2,0.46408145135552104
27/02/16,Vitesse,Willem II,0,1,0,1,0.1966618216851855
28/02/16,Ajax,AZ Alkmaar,4,1,1,5,0.2831774453483267
28/02/16,Graafschap,Heerenveen,0,1,0,1,0.43910652346681023
28/02/16,Heracles,Roda,0,5,0,5,0.3400747098752641
28/02/16,Utrecht,Feyenoord,1,2,1,3,0.4303322260295461
04/03/16,Den Haag,Twente,2,1,1,3,0.2964963430498921
05/03/16,Groningen,PSV Eindhoven,0,3,0,3,0.2294811449748166
05/03/16,Heerenveen,Utrecht,0,4,0,4,0.3193554509742369
05/03/16,Zwolle,Graafschap,2,1,1,3,0.4885880788890395
06/03/16,AZ Alkmaar,Excelsior,2,0,0,2,0.3069406365883125
06/03/16,Feyenoord,Cambuur,3,1,1,4,0.2809274046427791
06/03/16,Nijmegen,Heracles,1,0,0,1,0.01929327271118314
06/03/16,Roda,Vitesse,1,2,1,3,0.1161503516884462
06/03/16,Willem II,Ajax,0,4,0,4,0.266674939619272
11/03/16,Graafschap,Roda,3,0,0,3,0.3468099942993577
12/03/16,Excelsior,Groningen,2,1,1,3,0.3060606383613983
12/03/16,PSV Eindhoven,Heerenveen,1,1,1,2,0.21250935738646484
12/03/16,Twente,Zwolle,2,1,1,3,0.2060560388410512
12/03/16,Willem II,AZ Alkmaar,0,2,0,2,0.22071049526095482
13/03/16,Ajax,Nijmegen,2,2,1,4,0.27021017572043277
13/03/16,Heracles,Cambuur,3,1,1,4,0.22904653131420585
13/03/16,Utrecht,Den Haag,2,2,1,4,0.28222939409994646
13/03/16,Vitesse,Feyenoord,0,2,0,2,0.43430686322680023
18/03/16,Utrecht,Excelsior,2,1,1,3,0.21440915676929354
19/03/16,Cambuur,Roda,0,1,0,1,0.19273951243546036
19/03/16,Feyenoord,Graafschap,3,1,1,4,0.40756617992853733
19/03/16,Heerenveen,Heracles,0,1,0,1,0.16942035894715515
19/03/16,Zwolle,Willem II,4,1,1,5,0.4164776312394225
20/03/16,Den Haag,Nijmegen,1,0,0,1,0.3866280406610895
20/03/16,Groningen,Vitesse,0,3,0,3,0.24843212839143575
20/03/16,PSV Eindhoven,Ajax,0,2,0,2,0.2998403959802245
20/03/16,Twente,AZ Alkmaar,2,2,1,4,0.30520171002796664
02/04/16,AZ Alkmaar,PSV Eindhoven,2,4,1,6,0.23061074274727955
02/04/16,Feyenoord,Excelsior,3,0,0,3,0.29666955691546915
02/04/16,Graafschap,Cambuur,2,2,1,4,0.2996222455072153
02/04/16,Heracles,Utrecht,1,1,1,2,0.27448396238198713
02/04/16,Willem II,Twente,2,3,1,5,0.21033470885455982
03/04/16,Ajax,Zwolle,3,0,0,3,0.3205269340878715
03/04/16,Den Haag,Groningen,0,1,0,1,0.3463107648437843
03/04/16,Nijmegen,Vitesse,2,1,1,3,0.11929221440494911
03/04/16,Roda,Heerenveen,1,2,1,3,0.17597995658190482
08/04/16,Zwolle,Roda,3,1,1,4,0.4027385609166017
09/04/16,Cambuur,Ajax,0,1,0,1,0.1297491434580294
09/04/16,Excelsior,Heracles,1,3,1,4,0.12653461010190467
09/04/16,PSV Eindhoven,Willem II,2,0,0,2,0.282003537583852
09/04/16,Vitesse,Den Haag,2,2,1,4,0.14345070233996235
10/04/16,Groningen,Graafschap,3,1,1,4,0.33773865809776193
10/04/16,Heerenveen,AZ Alkmaar,4,2,1,6,0.3534423801911955
10/04/16,Twente,Feyenoord,0,1,0,1,0.4638469419439768
10/04/16,Utrecht,Nijmegen,3,1,1,4,0.3953642425818362
15/04/16,Graafschap,Twente,1,1,1,2,0.4253338065995462
16/04/16,AZ Alkmaar,Zwolle,5,1,1,6,0.3380370241026906
16/04/16,Feyenoord,Groningen,1,1,1,2,0.34430172251492674
16/04/16,Roda,PSV Eindhoven,0,3,0,3,0.2549742024558185
16/04/16,Vitesse,Heracles,1,1,1,2,0.1509117104528131
17/04/16,Ajax,Utrecht,2,2,1,4,0.32051203331304096
17/04/16,Excelsior,Heerenveen,1,1,1,2,0.3721289300097789
17/04/16,Nijmegen,Cambuur,2,1,1,3,0.31650542433192375
17/04/16,Willem II,Den Haag,0,2,0,2,0.28891128976981884
19/04/16,Groningen,Roda,1,0,0,1,0.23670542042612466
19/04/16,PSV Eindhoven,Vitesse,2,0,0,2,0.2500824158354421
20/04/16,Heerenveen,Ajax,0,2,0,2,0.229719817230894
20/04/16,Heracles,Feyenoord,2,2,1,4,0.41757047263189034
20/04/16,Twente,Excelsior,2,0,0,2,0.25305701569363703
20/04/16,Utrecht,Graafschap,0,2,0,2,0.6076885825663567
20/04/16,Zwolle,Nijmegen,2,0,0,2,0.5351584821914221
21/04/16,Cambuur,Willem II,1,1,1,2,0.18136257870474384
21/04/16,Den Haag,AZ Alkmaar,1,2,1,3,0.3372897422679566
01/05/16,Ajax,Twente,4,0,0,4,0.4115068595164376
01/05/16,AZ Alkmaar,Graafschap,4,1,1,5,0.5315295600839385
01/05/16,Excelsior,Zwolle,2,2,1,4,0.3557674940802225
01/05/16,Heerenveen,Groningen,1,2,1,3,0.32813717593834196
01/05/16,Heracles,Den Haag,1,1,1,2,0.42070975182417375
01/05/16,Nijmegen,Roda,1,2,1,3,0.23320471582236213
01/05/16,PSV Eindhoven,Cambuur,6,2,1,8,0.31135797183901315
01/05/16,Vitesse,Utrecht,1,3,1,4,0.3154006238886171
01/05/16,Willem II,Feyenoord,0,1,0,1,0.2696735665831959
08/05/16,Cambuur,Excelsior,0,2,0,2,0.19351623195988218
08/05/16,Den Haag,Heerenveen,1,1,1,2,0.3962002085878899
08/05/16,Feyenoord,Nijmegen,1,0,0,1,0.3672984728927519
08/05/16,Graafschap,Ajax,1,1,1,2,0.21520119668021606
08/05/16,Groningen,Heracles,2,1,1,3,0.27273878415531366
08/05/16,Roda,Willem II,2,3,1,5,0.2741730978041048
08/05/16,Twente,Vitesse,2,2,1,4,0.271144503098556
08/05/16,Utrecht,AZ Alkmaar,1,3,1,4,0.5264089632121071
08/05/16,Zwolle,PSV Eindhoven,1,3,1,4,0.3438380394132565
05/08/16,Nijmegen,Zwolle,1,1,1,2,0.3615464310346618
06/08/16,Den Haag,Go Ahead Eagles,3,0,0,3,0.14025953613630152
06/08/16,Twente,Excelsior,1,2,1,3,0.19592789164214588
06/08/16,Utrecht,PSV Eindhoven,1,2,1,3,0.39825862472403717
06/08/16,Willem II,Vitesse,1,4,1,5,0.248850693152406
07/08/16,AZ Alkmaar,Heerenveen,2,2,1,4,0.5675457355008461
07/08/16,Groningen,Feyenoord,0,5,0,5,0.29025889049681275
07/08/16,Roda,Heracles,1,1,1,2,0.406119456613244
07/08/16,Sparta Rotterdam,Ajax,1,3,1,4,0.0821934770592858
12/08/16,Heerenveen,Utrecht,2,2,1,4,0.44087824227699357
13/08/16,Ajax,Roda,2,2,1,4,0.3218595432001704
13/08/16,Excelsior,Groningen,2,0,0,2,0.4856583071563303
13/08/16,Vitesse,Den Haag,1,2,1,3,0.394610188798634
13/08/16,Zwolle,Sparta Rotterdam,0,3,0,3,0.3046206312520707
14/08/16,Feyenoord,Twente,2,0,0,2,0.307581694535637
14/08/16,Go Ahead Eagles,Nijmegen,2,2,1,4,0.17872488565072892
14/08/16,Heracles,Willem II,3,1,1,4,0.5368742626078513
14/08/16,PSV Eindhoven,AZ Alkmaar,1,0,0,1,0.446413153608027
19/08/16,Excelsior,Den Haag,1,2,1,3,0.4455479014481693
20/08/16,Ajax,Willem II,1,2,1,3,0.4192693564595424
20/08/16,Nijmegen,Heerenveen,2,1,1,3,0.5426680571169284
20/08/16,Roda,Vitesse,0,1,0,1,0.5157846986694709
20/08/16,Zwolle,PSV Eindhoven,0,4,0,4,0.39862854442416024
21/08/16,Groningen,Twente,3,4,1,7,0.28114670226680316
21/08/16,Heracles,Feyenoord,0,1,0,1,0.4119102915613479
21/08/16,Sparta Rotterdam,Go Ahead Eagles,1,0,0,1,0.06767017826237405
21/08/16,Utrecht,AZ Alkmaar,1,2,1,3,0.5486956601304813
26/08/16,Vitesse,Utrecht,1,1,1,2,0.5393411895158815
27/08/16,Feyenoord,Excelsior,4,1,1,5,0.12608974431621936
27/08/16,Heerenveen,Zwolle,1,0,0,1,0.459938682058702
27/08/16,Twente,Sparta Rotterdam,3,1,1,4,0.18029972860771643
27/08/16,Willem II,Roda,0,0,0,0,0.3512756229440783
28/08/16,AZ Alkmaar,Nijmegen,2,0,0,2,0.46674901204221597
28/08/16,Den Haag,Heracles,1,1,1,2,0.4256448485885994
28/08/16,Go Ahead Eagles,Ajax,0,3,0,3,0.2900062206891296
28/08/16,PSV Eindhoven,Groningen,0,0,0,0,0.2267906586548202
10/09/16,AZ Alkmaar,Willem II,2,0,0,2,0.5180784826037117
10/09/16,Excelsior,Heracles,3,1,1,4,0.49688767158298647
10/09/16,Heerenveen,Twente,3,1,1,4,0.37771722152169945
10/09/16,Nijmegen,PSV Eindhoven,0,4,0,4,0.35735734400019253
10/09/16,Zwolle,Utrecht,1,1,1,2,0.4243067356798626
11/09/16,Ajax,Vitesse,1,0,0,1,0.40223728719368
11/09/16,Feyenoord,Den Haag,3,1,1,4,0.3513164002554921
11/09/16,Go Ahead Eagles,Roda,2,0,0,2,0.22250776245991247
11/09/16,Groningen,Sparta Rotterdam,1,1,1,2,0.1860917388096492
16/09/16,Utrecht,Groningen,1,5,1,6,0.43299145954684326
17/09/16,Roda,Heerenveen,0,3,0,3,0.4266738737653317
17/09/16,Twente,Den Haag,4,1,1,5,0.5621339258124978
17/09/16,Vitesse,Go Ahead Eagles,2,0,0,2,0.2363465440114308
17/09/16,Willem II,Excelsior,1,1,1,2,0.2270894567019764
18/09/16,Heracles,Ajax,0,2,0,2,0.3672224061148314
18/09/16,PSV Eindhoven,Feyenoord,0,1,0,1,0.09993491476631597
18/09/16,Sparta Rotterdam,Nijmegen,2,0,0,2,0.17067556309026527
18/09/16,Zwolle,AZ Alkmaar,0,2,0,2,0.3733694647488227
24/09/16,Ajax,Zwolle,5,1,1,6,0.2690008057599777
24/09/16,AZ Alkmaar,Go Ahead Eagles,2,2,1,4,0.1000275116406655
24/09/16,Den Haag,Heerenveen,0,3,0,3,0.494344305795497
24/09/16,Excelsior,PSV Eindhoven,1,3,1,4,0.33607453808682397
24/09/16,Groningen,Heracles,0,0,0,0,0.4693678936512831
25/09/16,Feyenoord,Roda,5,0,0,5,0.2256540149262142
25/09/16,Nijmegen,Willem II,0,0,0,0,0.3888306858708268
25/09/16,Twente,Vitesse,2,1,1,3,0.40186664898682695
25/09/16,Utrecht,Sparta Rotterdam,2,0,0,2,0.46390122783128823
30/09/16,Zwolle,Den Haag,2,1,1,3,0.4205253427517511
01/10/16,Go Ahead Eagles,Excelsior,3,0,0,3,0.32103708992682
01/10/16,Heerenveen,PSV Eindhoven,1,1,1,2,0.28221083920590484
01/10/16,Roda,Nijmegen,0,1,0,1,0.10164045292701504
01/10/16,Vitesse,Groningen,2,1,1,3,0.37525784465816225
02/10/16,Ajax,Utrecht,3,2,1,5,0.4939829331138492
02/10/16,Heracles,Twente,1,1,1,2,0.4385383465957721
02/10/16,Sparta Rotterdam,AZ Alkmaar,1,1,1,2,0.2233567036375425
02/10/16,Willem II,Feyenoord,0,2,0,2,0.12667504206618543
15/10/16,AZ Alkmaar,Vitesse,2,2,1,4,0.32496395849383625
15/10/16,Groningen,Heerenveen,0,3,0,3,0.3133771582743129
15/10/16,PSV Eindhoven,Heracles,1,1,1,2,0.2543323402097183
15/10/16,Sparta Rotterdam,Willem II,2,2,1,4,0.23436583336214056
15/10/16,Utrecht,Go Ahead Eagles,3,0,0,3,0.29504424748160907
16/10/16,Den Haag,Ajax,0,2,0,2,0.2712621272208682
16/10/16,Excelsior,Roda,0,1,0,1,0.3185276125531131
16/10/16,Nijmegen,Feyenoord,1,2,1,3,0.11645864443997478
16/10/16,Twente,Zwolle,2,2,1,4,0.5066767175153121
21/10/16,Excelsior,Zwolle,0,2,0,2,0.4494072919771291
22/10/16,Go Ahead Eagles,Twente,0,2,0,2,0.32875889529961216
22/10/16,PSV Eindhoven,Sparta Rotterdam,1,0,0,1,0.18013423641748788
22/10/16,Roda,Den Haag,1,1,1,2,0.3192156413020039
22/10/16,Willem II,Utrecht,0,1,0,1,0.42662842675838075
23/10/16,Feyenoord,Ajax,1,1,1,2,0.19245879293503987
23/10/16,Groningen,AZ Alkmaar,2,0,0,2,0.31837430715020654
23/10/16,Heerenveen,Heracles,3,1,1,4,0.40997484324989436
23/10/16,Nijmegen,Vitesse,1,1,1,2,0.3101967974019205
28/10/16,Twente,Roda,0,0,0,0,0.32046368028117383
29/10/16,Ajax,Excelsior,1,0,0,1,0.3598822540108409
29/10/16,Heracles,Sparta Rotterdam,2,2,1,4,0.3073646316090752
29/10/16,Vitesse,PSV Eindhoven,0,2,0,2,0.43094996510342876
29/10/16,Willem II,Groningen,2,1,1,3,0.16407183378804657
30/10/16,Den Haag,AZ Alkmaar,0,1,0,1,0.2936538070257479
30/10/16,Feyenoord,Heerenveen,2,2,1,4,0.28627742563483316
30/10/16,Utrecht,Nijmegen,1,1,1,2,0.23536866249894356
30/10/16,Zwolle,Go Ahead Eagles,3,1,1,4,0.15660901550019118
04/11/16,Sparta Rotterdam,Heerenveen,3,1,1,4,0.3034341558925607
05/11/16,Den Haag,Willem II,1,0,0,1,0.2617251293898355
05/11/16,Nijmegen,Groningen,1,1,1,2,0.3964680131705763
05/11/16,PSV Eindhoven,Twente,1,1,1,2,0.26676096712682656
05/11/16,Zwolle,Roda,0,0,0,0,0.206757624687519
06/11/16,AZ Alkmaar,Ajax,2,2,1,4,0.2583190969630801
06/11/16,Go Ahead Eagles,Feyenoord,1,0,0,1,0.1053026733741648
06/11/16,Utrecht,Excelsior,2,1,1,3,0.2762994676570428
06/11/16,Vitesse,Heracles,1,2,1,3,0.46122501563502905
19/11/16,Excelsior,Sparta Rotterdam,3,2,1,5,0.28878058256990913
19/11/16,Groningen,Den Haag,2,1,1,3,0.3703717435525485
19/11/16,Heerenveen,Vitesse,1,1,1,2,0.47910126266861125
19/11/16,Heracles,Go Ahead Eagles,2,1,1,3,0.29305029333310145
19/11/16,Willem II,PSV Eindhoven,0,0,0,0,0.22891179139810314
20/11/16,Ajax,Nijmegen,5,0,0,5,0.2725874703153065
20/11/16,Feyenoord,Zwolle,3,0,0,3,0.3726361737027129
20/11/16,Roda,AZ Alkmaar,1,1,1,2,0.1536171713895136
20/11/16,Twente,Utrecht,1,1,1,2,0.502691299567405
25/11/16,Go Ahead Eagles,Willem II,0,1,0,1,0.12805876950901804
26/11/16,Nijmegen,Twente,3,2,1,5,0.437262992165377
26/11/16,PSV Eindhoven,Den Haag,3,1,1,4,0.3992059944621883
26/11/16,Vitesse,Excelsior,2,2,1,4,0.34488242222403337
26/11/16,Zwolle,Groningen,0,4,0,4,0.38019942382434635
27/11/16,AZ Alkmaar,Heracles,5,1,1,6,0.5170903903457245
27/11/16,Heerenveen,Ajax,0,1,0,1,0.44501497047265803
27/11/16,Sparta Rotterdam,Roda,2,2,1,4,0.21252914041369736
27/11/16,Utrecht,Feyenoord,3,3,1,6,0.2807610342804245
02/12/16,Heracles,Nijmegen,2,0,0,2,0.38988469166818934
03/12/16,Excelsior,AZ Alkmaar,3,3,1,6,0.34513043098271157
03/12/16,Go Ahead Eagles,Heerenveen,1,3,1,4,0.19044876852423934
03/12/16,Roda,PSV Eindhoven,0,0,0,0,0.24591030833517477
03/12/16,Vitesse,Zwolle,3,1,1,4,0.36477070427228586
04/12/16,Ajax,Groningen,2,0,0,2,0.33107207183265047
04/12/16,Den Haag,Utrecht,0,2,0,2,0.3328965840865333
04/12/16,Feyenoord,Sparta Rotterdam,6,1,1,7,0.3767028832522322
04/12/16,Willem II,Twente,0,0,0,0,0.31206745261596863
09/12/16,Groningen,Roda,2,0,0,2,0.11516783820010912
10/12/16,Heerenveen,Excelsior,2,1,1,3,0.429685377345401
10/12/16,Nijmegen,Den Haag,3,0,0,3,0.5647169659338245
10/12/16,PSV Eindhoven,Go Ahead Eagles,1,0,0,1,0.29245982396528714
10/12/16,Zwolle,Willem II,0,0,0,0,0.16201045648618387
11/12/16,AZ Alkmaar,Feyenoord,0,4,0,4,0.4371946711168722
11/12/16,Sparta Rotterdam,Vitesse,0,1,0,1,0.6021531355807807
11/12/16,Twente,Ajax,1,0,0,1,0.33805680477858935
11/12/16,Utrecht,Heracles,2,0,0,2,0.5739382117508656
16/12/16,Willem II,Heerenveen,2,1,1,3,0.25269651268823157
17/12/16,Feyenoord,Vitesse,3,1,1,4,0.4031797907143576
17/12/16,Roda,Utrecht,0,0,0,0,0.2898295635994448
17/12/16,Twente,AZ Alkmaar,1,2,1,3,0.37456997422978777
18/12/16,Ajax,PSV Eindhoven,1,1,1,2,0.08740274856458743
18/12/16,Den Haag,Sparta Rotterdam,1,0,0,1,0.24289773104202295
18/12/16,Excelsior,Nijmegen,2,2,1,4,0.28988589795079783
18/12/16,Groningen,Go Ahead Eagles,1,1,1,2,0.19160391192392864
18/12/16,Heracles,Zwolle,3,0,0,3,0.328610554502139
13/01/17,Go Ahead Eagles,AZ Alkmaar,1,3,1,4,0.29011485526110364
14/01/17,Heerenveen,Den Haag,2,0,0,2,0.4537704284107368
14/01/17,Heracles,Groningen,1,4,1,5,0.272348271213368
14/01/17,PSV Eindhoven,Excelsior,2,0,0,2,0.38084994072184486
14/01/17,Sparta Rotterdam,Utrecht,1,2,1,3,0.30420400566215944
15/01/17,Roda,Feyenoord,0,2,0,2,0.18475244490547657
15/01/17,Vitesse,Twente,3,1,1,4,0.4560108846811036
15/01/17,Willem II,Nijmegen,0,1,0,1,0.1817101338909102
15/01/17,Zwolle,Ajax,1,3,1,4,0.11130746757429949
20/01/17,Twente,Heracles,1,0,0,1,0.4212925744177405
21/01/17,AZ Alkmaar,Sparta Rotterdam,1,1,1,2,0.4416954543521864
21/01/17,Den Haag,Zwolle,1,2,1,3,0.04010394190613242
21/01/17,Feyenoord,Willem II,1,0,0,1,0.2614902922958984
21/01/17,Groningen,Vitesse,1,1,1,2,0.3835765729249874
22/01/17,Excelsior,Go Ahead Eagles,1,1,1,2,0.456150710660305
22/01/17,Nijmegen,Roda,2,0,0,2,0.1839792241731445
22/01/17,PSV Eindhoven,Heerenveen,4,3,1,7,0.356514376148597
22/01/17,Utrecht,Ajax,0,1,0,1,0.2710102085457652
27/01/17,Willem II,Sparta Rotterdam,3,2,1,5,0.2418851263962276
28/01/17,Go Ahead Eagles,Utrecht,0,1,0,1,0.28737879900853464
28/01/17,Heracles,PSV Eindhoven,1,2,1,3,0.24025164033679655
28/01/17,Roda,Excelsior,4,0,0,4,0.24549608663591252
29/01/17,Ajax,Den Haag,3,0,0,3,0.22579762226503117
29/01/17,Feyenoord,Nijmegen,4,0,0,4,0.1916700498983915
29/01/17,Heerenveen,Groningen,0,0,0,0,0.40489581974067285
29/01/17,Vitesse,AZ Alkmaar,2,1,1,3,0.6056237008062002
29/01/17,Zwolle,Twente,1,2,1,3,0.3144015271925377
03/02/17,Den Haag,Vitesse,0,2,0,2,0.2860554113242284
04/02/17,AZ Alkmaar,PSV Eindhoven,2,4,1,6,0.44609953763790533
04/02/17,Groningen,Excelsior,1,1,1,2,0.3123340175007967
04/02/17,Nijmegen,Go Ahead Eagles,1,2,1,3,0.3437741134608618
04/02/17,Willem II,Heracles,1,3,1,4,0.27269426786539686
05/02/17,Roda,Ajax,0,2,0,2,0.053511466827938586
05/02/17,Sparta Rotterdam,Zwolle,2,3,1,5,0.41161154998357
05/02/17,Twente,Feyenoord,0,2,0,2,0.24294020961359167
05/02/17,Utrecht,Heerenveen,1,0,0,1,0.354811584967333
10/02/17,Zwolle,Nijmegen,2,0,0,2,0.237871616366667
11/02/17,Feyenoord,Groningen,2,0,0,2,0.26008024009894065
11/02/17,Go Ahead Eagles,Den Haag,3,1,1,4,0.22421778249392268
11/02/17,Heracles,Roda,2,2,1,4,0.1966340577033391
11/02/17,Vitesse,Willem II,0,2,0,2,0.35715011872963703
12/02/17,Ajax,Sparta Rotterdam,2,0,0,2,0.34241093878641665
12/02/17,Excelsior,Twente,1,1,1,2,0.4805371389646494
12/02/17,Heerenveen,AZ Alkmaar,1,2,1,3,0.41525044833200225
12/02/17,PSV Eindhoven,Utrecht,3,0,0,3,0.2353466875854707
17/02/17,Roda,Go Ahead Eagles,1,0,0,1,0.2507970879387633
18/02/17,Heracles,Excelsior,4,0,0,4,0.43438012262107917
18/02/17,PSV Eindhoven,Nijmegen,3,1,1,4,0.15781885096054266
18/02/17,Twente,Heerenveen,1,0,0,1,0.3527701875684871
18/02/17,Utrecht,Zwolle,3,1,1,4,0.26243303447489297
19/02/17,Den Haag,Feyenoord,0,1,0,1,0.040067577295281154
19/02/17,Sparta Rotterdam,Groningen,2,2,1,4,0.35702203143486294
19/02/17,Vitesse,Ajax,0,1,0,1,0.2838682351195615
19/02/17,Willem II,AZ Alkmaar,1,1,1,2,0.5068588446551519
24/02/17,Den Haag,Twente,1,1,1,2,0.23868671424571394
25/02/17,Excelsior,Willem II,0,2,0,2,0.314747472988737
25/02/17,Groningen,Utrecht,2,3,1,5,0.26398588743739815
25/02/17,Heerenveen,Roda,3,0,0,3,0.20750259538542482
25/02/17,Nijmegen,Sparta Rotterdam,0,1,0,1,0.39799674646694744
26/02/17,Ajax,Heracles,4,1,1,5,0.22242686013775476
26/02/17,AZ Alkmaar,Zwolle,1,1,1,2,0.5487397217597564
26/02/17,Feyenoord,PSV Eindhoven,2,1,1,3,0.2827480732498543
26/02/17,Go Ahead Eagles,Vitesse,1,3,1,4,0.34376170850246673
03/03/17,Heerenveen,Go Ahead Eagles,2,2,1,4,0.30782493787144993
04/03/17,PSV Eindhoven,Roda,4,0,0,4,0.21714473004965257
04/03/17,Twente,Willem II,2,1,1,3,0.11090460426794405
04/03/17,Zwolle,Vitesse,3,1,1,4,0.37765387513219295
05/03/17,AZ Alkmaar,Excelsior,1,1,1,2,0.4374654204404435
05/03/17,Groningen,Ajax,1,1,1,2,0.2990724017321092
05/03/17,Nijmegen,Heracles,3,1,1,4,0.30928568711629484
05/03/17,Sparta Rotterdam,Feyenoord,1,0,0,1,0.25421715751705437
05/03/17,Utrecht,Den Haag,1,1,1,2,0.24390656487618892
10/03/17,Vitesse,Sparta Rotterdam,5,0,0,5,0.3519267073306046
11/03/17,Den Haag,Nijmegen,1,0,0,1,0.18153658792036162
11/03/17,Excelsior,Heerenveen,4,1,1,5,0.3853307375617272
11/03/17,Go Ahead Eagles,PSV Eindhoven,1,3,1,4,0.4583247797229574
11/03/17,Heracles,Utrecht,2,1,1,3,0.35969234131308964
12/03/17,Ajax,Twente,3,0,0,3,0.37653092487146933
12/03/17,Feyenoord,AZ Alkmaar,5,2,1,7,0.4547909866434189
12/03/17,Roda,Groningen,3,1,1,4,0.1418274333900226
12/03/17,Willem II,Zwolle,2,0,0,2,0.470949055005187
17/03/17,Roda,Twente,0,3,0,3,0.23649211136373044
18/03/17,Groningen,Willem II,1,1,1,2,0.3529086953083471
18/03/17,Nijmegen,Utrecht,0,3,0,3,0.3139352947802546
18/03/17,PSV Eindhoven,Vitesse,1,0,0,1,0.37521292450486615
18/03/17,Sparta Rotterdam,Heracles,3,1,1,4,0.45595660228449886
19/03/17,AZ Alkmaar,Den Haag,4,0,0,4,0.5034060944504775
19/03/17,Excelsior,Ajax,1,1,1,2,0.2995137776131557
19/03/17,Go Ahead Eagles,Zwolle,1,3,1,4,0.4734653546298877
19/03/17,Heerenveen,Feyenoord,1,2,1,3,0.1486699063047853
01/04/17,AZ Alkmaar,Groningen,0,0,0,0,0.4519369984444828
01/04/17,Heracles,Heerenveen,4,1,1,5,0.44126092651810805
01/04/17,Sparta Rotterdam,PSV Eindhoven,0,2,0,2,0.4463126486432395
01/04/17,Utrecht,Willem II,2,0,0,2,0.2543767904057454
01/04/17,Zwolle,Excelsior,1,1,1,2,0.38326343616236247
02/04/17,Ajax,Feyenoord,2,1,1,3,0.15834579544499686
02/04/17,Den Haag,Roda,4,1,1,5,0.08007023750143008
02/04/17,Twente,Go Ahead Eagles,1,2,1,3,0.3775041195032457
02/04/17,Vitesse,Nijmegen,2,1,1,3,0.15834310411202024
04/04/17,Excelsior,Utrecht,1,3,1,4,0.41810853457066754
04/04/17,Heerenveen,Sparta Rotterdam,3,0,0,3,0.312562771380525
05/04/17,Ajax,AZ Alkmaar,4,1,1,5,0.44506413503926306
05/04/17,Feyenoord,Go Ahead Eagles,8,0,0,8,0.48361088731564156
05/04/17,Groningen,Nijmegen,2,0,0,2,0.4125418539495088
05/04/17,Heracles,Vitesse,0,1,0,1,0.43953950445967166
05/04/17,Willem II,Den Haag,1,2,1,3,0.29990583831813633
06/04/17,Roda,Zwolle,2,1,1,3,0.29474574727817965
06/04/17,Twente,PSV Eindhoven,2,2,1,4,0.3331733560155471
07/04/17,Sparta Rotterdam,Excelsior,2,3,1,5,0.35121040321966257
08/04/17,Den Haag,Groningen,4,3,1,7,0.27481133907886535
08/04/17,Go Ahead Eagles,Heracles,1,4,1,5,0.5843095463490614
08/04/17,Nijmegen,Ajax,1,5,1,6,0.2477061184592321
08/04/17,Vitesse,Heerenveen,4,2,1,6,0.30166771446648466
09/04/17,AZ Alkmaar,Roda,1,1,1,2,0.2981546262998614
09/04/17,PSV Eindhoven,Willem II,5,0,0,5,0.17305686681243565
09/04/17,Utrecht,Twente,3,0,0,3,0.31096345326895924
09/04/17,Zwolle,Feyenoord,2,2,1,4,0.3668313384796319
14/04/17,Heracles,AZ Alkmaar,1,2,1,3,0.5550043374940017
15/04/17,Den Haag,PSV Eindhoven,1,1,1,2,0.4172161991788321
