Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Total_Goals,Note
06/10/12,Willem II,Waalwijk,1,0,0,1,0.3769955990760456
06/10/12,Zwolle,Heracles,0,3,0,3,0.4080786424871603
07/10/12,Ajax,Utrecht,1,1,1,2,0.23914274769968485
07/10/12,Groningen,Feyenoord,2,2,1,4,0.2822311312221005
07/10/12,PSV Eindhoven,NAC Breda,4,0,0,4,0.2752206680129996
07/10/12,Twente,AZ Alkmaar,3,0,0,3,0.40528861545315836
20/10/12,AZ Alkmaar,Nijmegen,0,2,0,2,0.3539787460703647
20/10/12,Heracles,Ajax,3,3,1,6,0.609169887415697
20/10/12,NAC Breda,Vitesse,0,3,0,3,0.33061462268999053
20/10/12,PSV Eindhoven,Willem II,3,2,1,5,0.09297309760058645
20/10/12,Roda,Twente,1,1,1,2,0.18206282305595747
21/10/12,Den Haag,Utrecht,1,2,1,3,0.46239721503413517
21/10/12,Heerenveen,Groningen,3,0,0,3,0.2882361607375674
21/10/12,VVV Venlo,Feyenoord,2,3,1,5,0.39009812293512763
21/10/12,Waalwijk,Zwolle,1,2,1,3,0.26339547248653994
26/10/12,Utrecht,Groningen,1,0,0,1,0.32029758916559636
27/10/12,Den Haag,Willem II,2,0,0,2,0.34061576493602125
27/10/12,Nijmegen,Roda,0,0,0,0,0.30154745680918116
27/10/12,VVV Venlo,NAC Breda,1,4,1,5,0.3480384106451597
28/10/12,Feyenoord,Ajax,2,2,1,4,0.5232852077035961
28/10/12,Heracles,Heerenveen,6,3,1,9,0.5284346348938225
28/10/12,Vitesse,AZ Alkmaar,1,2,1,3,0.4017643821085192
28/10/12,Waalwijk,Twente,0,1,0,1,0.4073952354272488
28/10/12,Zwolle,PSV Eindhoven,1,2,1,3,0.17614274781075814
02/11/12,Roda,Den Haag,0,0,0,0,0.39364377988261284
03/11/12,Ajax,Vitesse,0,2,0,2,0.21120777884315753
03/11/12,PSV Eindhoven,Heracles,4,0,0,4,0.4295566722210123
03/11/12,Willem II,Utrecht,1,5,1,6,0.2660533977551392
04/11/12,AZ Alkmaar,VVV Venlo,1,2,1,3,0.2741951274093414
04/11/12,Groningen,Nijmegen,1,2,1,3,0.37746075110704097
04/11/12,Heerenveen,Zwolle,2,1,1,3,0.27548499371682283
04/11/12,NAC Breda,Waalwijk,2,1,1,3,0.3032950506822999
04/11/12,Twente,Feyenoord,3,0,0,3,0.25840094239590483
09/11/12,NAC Breda,Groningen,0,1,0,1,0.25026881224781616
10/11/12,Den Haag,AZ Alkmaar,2,2,1,4,0.4074311341790081
10/11/12,Nijmegen,Heracles,3,2,1,5,0.3839167693889535
10/11/12,VVV Venlo,Willem II,4,1,1,5,0.3571429100936978
10/11/12,Waalwijk,Utrecht,4,0,0,4,0.45558544328298967
11/11/12,Feyenoord,Roda,5,2,1,7,0.2586179947195629
11/11/12,PSV Eindhoven,Heerenveen,5,1,1,6,0.27026882975127053
11/11/12,Vitesse,Twente,0,0,0,0,0.35411069674086404
11/11/12,Zwolle,Ajax,2,4,1,6,0.43884117173120435
17/11/12,Ajax,VVV Venlo,2,0,0,2,0.3010570427172151
17/11/12,Den Haag,PSV Eindhoven,1,6,1,7,0.39980253063155596
17/11/12,Groningen,AZ Alkmaar,1,1,1,2,0.5007044507541976
17/11/12,Heerenveen,Waalwijk,0,2,0,2,0.3488749531267693
17/11/12,Zwolle,NAC Breda,2,0,0,2,0.3488321488719743
18/11/12,Feyenoord,Willem II,3,0,0,3,0.37930495023728883
18/11/12,Heracles,Roda,5,1,1,6,0.4687269694995102
18/11/12,Utrecht,Twente,1,1,1,2,0.18806127192075323
18/11/12,Vitesse,Nijmegen,4,1,1,5,0.3710580381681284
23/11/12,NAC Breda,Den Haag,0,3,0,3,0.35430626503198326
24/11/12,Nijmegen,Utrecht,2,0,0,2,0.44914429679746626
24/11/12,VVV Venlo,Heerenveen,1,1,1,2,0.5256436580885551
24/11/12,Waalwijk,Groningen,1,1,1,2,0.18039968365558243
24/11/12,Willem II,Heracles,2,2,1,4,0.33131354435928684
25/11/12,AZ Alkmaar,Feyenoord,0,2,0,2,0.32471147731121286
25/11/12,PSV Eindhoven,Vitesse,1,2,1,3,0.22062720645555411
25/11/12,Roda,Ajax,1,2,1,3,0.39394606204239047
25/11/12,Twente,Zwolle,2,2,1,4,0.16876690037011913
30/11/12,Zwolle,VVV Venlo,0,0,0,0,0.31073676556557045
01/12/12,Ajax,PSV Eindhoven,3,1,1,4,0.26901304696815087
01/12/12,Feyenoord,Waalwijk,2,0,0,2,0.34041593265610665
01/12/12,Twente,Den Haag,2,0,0,2,0.24417261174001842
01/12/12,Willem II,Heerenveen,3,1,1,4,0.44341322140387435
02/12/12,Groningen,Heracles,2,0,0,2,0.52451168667442
02/12/12,Nijmegen,NAC Breda,1,1,1,2,0.2560416253759432
02/12/12,Utrecht,AZ Alkmaar,2,1,1,3,0.40989153099869957
02/12/12,Vitesse,Roda,3,0,0,3,0.3842355264690504
07/12/12,Heracles,Utrecht,1,1,1,2,0.5033955813385111
08/12/12,Ajax,Groningen,2,0,0,2,0.20526555884372674
08/12/12,AZ Alkmaar,Willem II,0,0,0,0,0.28711921945373897
08/12/12,Den Haag,Zwolle,1,1,1,2,0.42970120366092185
08/12/12,Waalwijk,Nijmegen,2,0,0,2,0.32662431769085654
09/12/12,Heerenveen,Roda,4,4,1,8,0.2605730264335676
09/12/12,NAC Breda,Feyenoord,2,2,1,4,0.1810136093485415
09/12/12,PSV Eindhoven,Twente,3,0,0,3,0.35424379301408815
09/12/12,VVV Venlo,Vitesse,3,1,1,4,0.4120117628088814
14/12/12,Twente,Heracles,3,2,1,5,0.23250737393478707
15/12/12,Groningen,VVV Venlo,0,0,0,0,0.31932596995907825
15/12/12,Nijmegen,PSV Eindhoven,1,1,1,2,0.4044829215376987
15/12/12,Roda,NAC Breda,0,0,0,0,0.2987051464127619
15/12/12,Zwolle,AZ Alkmaar,1,2,1,3,0.4233261426700839
16/12/12,Feyenoord,Den Haag,3,2,1,5,0.2641586844835164
16/12/12,Utrecht,Heerenveen,3,1,1,4,0.5160742212258758
16/12/12,Vitesse,Waalwijk,2,2,1,4,0.24721762130629013
16/12/12,Willem II,Ajax,2,4,1,6,0.4949246805147815
21/12/12,AZ Alkmaar,Twente,0,3,0,3,0.16822410650265826
22/12/12,Den Haag,Nijmegen,2,0,0,2,0.41015426829526297
22/12/12,Heerenveen,Vitesse,2,1,1,3,0.38504995433302364
22/12/12,Heracles,Zwolle,1,1,1,2,0.6299033427895039
22/12/12,NAC Breda,PSV Eindhoven,1,6,1,7,0.4154804405991748
23/12/12,Feyenoord,Groningen,2,1,1,3,0.19911155395861385
23/12/12,Utrecht,Ajax,0,0,0,0,0.5871614165221407
23/12/12,VVV Venlo,Roda,2,4,1,6,0.4737378495705018
23/12/12,Waalwijk,Willem II,0,0,0,0,0.1941148935144613
18/01/13,PSV Eindhoven,Zwolle,1,3,1,4,0.44335603947379537
19/01/13,AZ Alkmaar,Vitesse,4,1,1,5,0.31940448274715566
19/01/13,Heerenveen,Heracles,0,1,0,1,0.4937224287150103
19/01/13,NAC Breda,VVV Venlo,1,0,0,1,0.2387443477605567
19/01/13,Twente,Waalwijk,0,0,0,0,0.18954886633278759
20/01/13,Ajax,Feyenoord,3,0,0,3,0.24452073556032877
20/01/13,Groningen,Utrecht,0,2,0,2,0.292519338085262
20/01/13,Roda,Nijmegen,2,0,0,2,0.2735269044780345
20/01/13,Willem II,Den Haag,1,1,1,2,0.3832686150699681
25/01/13,VVV Venlo,AZ Alkmaar,1,4,1,5,0.5879978138325251
26/01/13,Den Haag,Roda,2,2,1,4,0.4336960534842299
26/01/13,Heracles,PSV Eindhoven,1,5,1,6,0.6581579111141046
26/01/13,Waalwijk,NAC Breda,0,4,0,4,0.18568211106058852
26/01/13,Zwolle,Heerenveen,1,1,1,2,0.5098635404677747
27/01/13,Feyenoord,Twente,0,0,0,0,0.2359964898026858
27/01/13,Nijmegen,Groningen,2,1,1,3,0.2615701772886484
27/01/13,Utrecht,Willem II,3,1,1,4,0.25069992725945106
27/01/13,Vitesse,Ajax,3,2,1,5,0.4816460639646776
01/02/13,Waalwijk,Heerenveen,0,1,0,1,0.3971490842767594
02/02/13,AZ Alkmaar,Groningen,0,1,0,1,0.27445045744109264
02/02/13,NAC Breda,Zwolle,3,0,0,3,0.44440258584050807
02/02/13,PSV Eindhoven,Den Haag,7,0,0,7,0.4356958881092504
02/02/13,Roda,Heracles,3,3,1,6,0.25203067786805433
03/02/13,Nijmegen,Vitesse,2,1,1,3,0.49863581830940146
03/02/13,Twente,Utrecht,2,4,1,6,0.20745040850413174
03/02/13,VVV Venlo,Ajax,0,3,0,3,0.601803809664104
03/02/13,Willem II,Feyenoord,1,3,1,4,0.3882794504859001
09/02/13,Den Haag,NAC Breda,2,1,1,3,0.2801611157293782
09/02/13,Groningen,Waalwijk,2,1,1,3,0.16201163553241613
09/02/13,Heerenveen,VVV Venlo,2,2,1,4,0.19587628834957252
09/02/13,Heracles,Willem II,4,1,1,5,0.49038641418521095
09/02/13,Vitesse,PSV Eindhoven,2,2,1,4,0.616148660956286
10/02/13,Ajax,Roda,1,1,1,2,0.2726091284115246
10/02/13,Feyenoord,AZ Alkmaar,3,1,1,4,0.47194495099373684
10/02/13,Utrecht,Nijmegen,0,3,0,3,0.3187744698061109
10/02/13,Zwolle,Twente,1,1,1,2,0.21717775420716937
15/02/13,Nijmegen,VVV Venlo,1,2,1,3,0.32606870769215657
16/02/13,NAC Breda,Heracles,1,1,1,2,0.3083697375828751
16/02/13,PSV Eindhoven,Utrecht,2,1,1,3,0.3377256351242376
16/02/13,Roda,AZ Alkmaar,2,2,1,4,0.5168963348902583
16/02/13,Twente,Willem II,1,1,1,2,0.32525959434374185
17/02/13,Den Haag,Heerenveen,2,1,1,3,0.5070462391389859
17/02/13,Vitesse,Groningen,2,0,0,2,0.42718557159016446
17/02/13,Waalwijk,Ajax,0,2,0,2,0.1705639042453112
17/02/13,Zwolle,Feyenoord,3,2,1,5,0.40730519217316
22/02/13,Willem II,Nijmegen,2,3,1,5,0.3950874878395712
23/02/13,Groningen,Zwolle,1,0,0,1,0.38776998753344605
23/02/13,Heerenveen,Twente,2,1,1,3,0.3104583369841024
23/02/13,Heracles,Vitesse,3,5,1,8,0.6774549259165593
23/02/13,VVV Venlo,Waalwijk,1,0,0,1,0.3719749141382949
24/02/13,Ajax,Den Haag,1,1,1,2,0.271987685349497
24/02/13,AZ Alkmaar,NAC Breda,0,1,0,1,0.23570469263190066
24/02/13,Feyenoord,PSV Eindhoven,2,1,1,3,0.5977406022209767
24/02/13,Utrecht,Roda,4,0,0,4,0.4754664110588855
01/03/13,Vitesse,Utrecht,2,0,0,2,0.43677772448295515
02/03/13,NAC Breda,Heerenveen,1,2,1,3,0.3877041750445451
02/03/13,PSV Eindhoven,VVV Venlo,2,0,0,2,0.31635083655943946
02/03/13,Twente,Ajax,0,2,0,2,0.3473378526580838
02/03/13,Zwolle,Willem II,2,0,0,2,0.49230770729333667
03/03/13,Den Haag,Heracles,3,1,1,4,0.5426110256825889
03/03/13,Nijmegen,Feyenoord,0,3,0,3,0.5203459234016681
03/03/13,Roda,Groningen,4,1,1,5,0.27452625853473067
03/03/13,Waalwijk,AZ Alkmaar,2,1,1,3,0.30385405773342744
08/03/13,Groningen,NAC Breda,1,1,1,2,0.19631748187225675
09/03/13,AZ Alkmaar,Den Haag,1,1,1,2,0.33955189670458236
09/03/13,Heerenveen,PSV Eindhoven,2,1,1,3,0.5994393332711032
09/03/13,Heracles,Nijmegen,1,0,0,1,0.4844370526258867
09/03/13,Willem II,VVV Venlo,1,0,0,1,0.43696895509531525
10/03/13,Ajax,Zwolle,3,0,0,3,0.2949199729850516
10/03/13,Roda,Feyenoord,0,1,0,1,0.366430217300577
10/03/13,Twente,Vitesse,0,1,0,1,0.4378408681234688
10/03/13,Utrecht,Waalwijk,1,0,0,1,0.18181515205184134
15/03/13,Zwolle,Roda,3,2,1,5,0.3668726582181018
16/03/13,Den Haag,Vitesse,0,4,0,4,0.5455847656607081
16/03/13,Nijmegen,Heerenveen,1,3,1,4,0.49829425940590555
16/03/13,PSV Eindhoven,Waalwijk,2,0,0,2,0.22966438725031516
16/03/13,VVV Venlo,Heracles,0,2,0,2,0.40362565367850456
17/03/13,AZ Alkmaar,Ajax,2,3,1,5,0.2238448703396225
17/03/13,Feyenoord,Utrecht,2,1,1,3,0.31461132537498193
17/03/13,Groningen,Twente,0,3,0,3,0.250242703451474
17/03/13,NAC Breda,Willem II,4,0,0,4,0.3341620231592536
30/03/13,Heerenveen,Feyenoord,2,0,0,2,0.4116642570640511
30/03/13,Twente,NAC Breda,1,1,1,2,0.20964746767365636
30/03/13,Utrecht,VVV Venlo,2,1,1,3,0.10027956918507527
30/03/13,Willem II,Groningen,1,2,1,3,0.3430252675367086
31/03/13,Ajax,Nijmegen,4,1,1,5,0.1601111604422861
31/03/13,Heracles,AZ Alkmaar,1,2,1,3,0.6405348822788461
31/03/13,Roda,PSV Eindhoven,2,2,1,4,0.5037878085110288
31/03/13,Vitesse,Zwolle,2,1,1,3,0.23766771470928874
31/03/13,Waalwijk,Den Haag,4,0,0,4,0.2580515260978211
05/04/13,Feyenoord,VVV Venlo,1,0,0,1,0.2955617831183164
06/04/13,Twente,Roda,2,0,0,2,0.36154372518118516
06/04/13,Vitesse,NAC Breda,3,0,0,3,0.3382137054239557
06/04/13,Willem II,PSV Eindhoven,1,3,1,4,0.5669358218795482
06/04/13,Zwolle,Waalwijk,1,1,1,2,0.25100224962734696
07/04/13,Ajax,Heracles,4,0,0,4,0.3658492568985258
07/04/13,Groningen,Heerenveen,3,1,1,4,0.42038748245800317
07/04/13,Nijmegen,AZ Alkmaar,1,1,1,2,0.6028311781752816
07/04/13,Utrecht,Den Haag,1,0,0,1,0.2510339677511414
12/04/13,VVV Venlo,Zwolle,0,2,0,2,0.22950972508636813
13/04/13,Den Haag,Twente,1,3,1,4,0.2964935936067677
13/04/13,Heracles,Groningen,0,2,0,2,0.42498574500979147
13/04/13,NAC Breda,Nijmegen,2,0,0,2,0.2748717992330448
13/04/13,Roda,Vitesse,3,3,1,6,0.3230641736015253
14/04/13,AZ Alkmaar,Utrecht,6,0,0,6,0.361787195274395
14/04/13,Heerenveen,Willem II,3,2,1,5,0.36920268265796785
14/04/13,PSV Eindhoven,Ajax,2,3,1,5,0.2380848021981661
14/04/13,Waalwijk,Feyenoord,1,1,1,2,0.07297569781891414
19/04/13,Ajax,Heerenveen,1,1,1,2,0.4817945084785095
20/04/13,AZ Alkmaar,PSV Eindhoven,1,3,1,4,0.5275238361158027
20/04/13,Groningen,Den Haag,2,1,1,3,0.278275506770481
20/04/13,Heracles,Waalwijk,4,0,0,4,0.26248124028759795
20/04/13,Willem II,Roda,2,1,1,3,0.4822592148689621
21/04/13,Feyenoord,Vitesse,2,0,0,2,0.3803662686394472
21/04/13,Nijmegen,Zwolle,1,3,1,4,0.37187672669224864
21/04/13,Utrecht,NAC Breda,3,0,0,3,0.1504401147848344
21/04/13,VVV Venlo,Twente,2,2,1,4,0.16326330150169158
26/04/13,Heerenveen,AZ Alkmaar,0,4,0,4,0.6116529421314714
27/04/13,Den Haag,VVV Venlo,1,1,1,2,0.28912975141579045
27/04/13,NAC Breda,Ajax,0,2,0,2,0.2654591809051311
27/04/13,PSV Eindhoven,Groningen,5,2,1,7,0.3537636706091221
27/04/13,Roda,Waalwijk,3,1,1,4,0.31059167092666995
28/04/13,Feyenoord,Heracles,6,0,0,6,0.23136357232480417
28/04/13,Twente,Nijmegen,5,2,1,7,0.2179593525283661
28/04/13,Vitesse,Willem II,3,1,1,4,0.2888181511214758
28/04/13,Zwolle,Utrecht,1,2,1,3,0.36134339980835184
05/05/13,Ajax,Willem II,5,0,0,5,0.3647770948843684
05/05/13,AZ Alkmaar,Zwolle,4,0,0,4,0.36721262121795917
05/05/13,Den Haag,Feyenoord,2,0,0,2,0.3141896264895748
05/05/13,Heerenveen,Utrecht,2,4,1,6,0.30452463897906773
05/05/13,Heracles,Twente,1,1,1,2,0.3006495310289086
05/05/13,NAC Breda,Roda,5,3,1,8,0.25318993653033584
05/05/13,PSV Eindhoven,Nijmegen,4,2,1,6,0.3879373909883995
05/05/13,VVV Venlo,Groningen,0,0,0,0,0.3100472229844705
05/05/13,Waalwijk,Vitesse,3,2,1,5,0.20925320100277447
12/05/13,Feyenoord,NAC Breda,1,0,0,1,0.1704122395862492
12/05/13,Groningen,Ajax,0,2,0,2,0.33706035804439577
12/05/13,Nijmegen,Waalwijk,1,2,1,3,0.42667514579394566
12/05/13,Roda,Heerenveen,1,0,0,1,0.6360620852975297
12/05/13,Twente,PSV Eindhoven,3,1,1,4,0.5948958621119285
12/05/13,Utrecht,Heracles,3,0,0,3,0.14876148755493093
12/05/13,Vitesse,VVV Venlo,0,1,0,1,0.28625685160691433
12/05/13,Willem II,AZ Alkmaar,2,0,0,2,0.5303039332213523
12/05/13,Zwolle,Den Haag,4,2,1,6,0.4101103020474722
02/08/13,Ajax,Roda,3,0,0,3,0.36085763338950116
03/08/13,Den Haag,PSV Eindhoven,2,3,1,5,0.6270964684638503
03/08/13,Heerenveen,AZ Alkmaar,4,2,1,6,0.3347261082813736
03/08/13,Nijmegen,Groningen,1,4,1,5,0.47275694545653596
03/08/13,Twente,Waalwijk,0,0,0,0,0.4234211236348086
04/08/13,Cambuur,NAC Breda,0,0,0,0,0.07604026684194821
04/08/13,Utrecht,Go Ahead Eagles,1,1,1,2,0.06764748274438294
04/08/13,Vitesse,Heracles,3,1,1,4,0.16897543331559098
04/08/13,Zwolle,Feyenoord,2,1,1,3,0.31814673292977697
09/08/13,Roda,Cambuur,2,0,0,2,0.19556101579585042
10/08/13,Go Ahead Eagles,Den Haag,2,1,1,3,0.20558823155817493
10/08/13,Heracles,Zwolle,1,3,1,4,0.3083836325454451
10/08/13,NAC Breda,Heerenveen,0,2,0,2,0.29418523998831236
10/08/13,PSV Eindhoven,Nijmegen,5,0,0,5,0.525747040299432
11/08/13,AZ Alkmaar,Ajax,3,2,1,5,0.15662216105896576
11/08/13,Feyenoord,Twente,1,4,1,5,0.25938230278030905
11/08/13,Groningen,Utrecht,2,0,0,2,0.36292369480488906
11/08/13,Waalwijk,Vitesse,4,2,1,6,0.34380724337248303
17/08/13,Cambuur,Groningen,4,1,1,5,0.1324355220784454
17/08/13,Nijmegen,Zwolle,1,5,1,6,0.49063179502072035
17/08/13,PSV Eindhoven,Go Ahead Eagles,3,0,0,3,0.3158873496575165
17/08/13,Roda,Vitesse,1,1,1,2,0.37831840484890367
17/08/13,Waalwijk,AZ Alkmaar,1,2,1,3,0.3849229484605765
18/08/13,Ajax,Feyenoord,2,1,1,3,0.1506722808339702
18/08/13,Heerenveen,Heracles,2,4,1,6,0.323025701201348
18/08/13,NAC Breda,Den Haag,1,2,1,3,0.3133768851035888
18/08/13,Twente,Utrecht,6,0,0,6,0.2951233402062764
23/08/13,Heerenveen,Ajax,3,3,1,6,0.350745606455228
24/08/13,Den Haag,Roda,0,4,0,4,0.4338245512588513
24/08/13,Heracles,PSV Eindhoven,1,1,1,2,0.5465975307684948
24/08/13,Nijmegen,Waalwijk,2,2,1,4,0.49562215091894984
24/08/13,Zwolle,Cambuur,2,0,0,2,0.3425978223918932
25/08/13,Feyenoord,NAC Breda,3,1,1,4,0.14859671595051685
25/08/13,Go Ahead Eagles,Groningen,3,3,1,6,0.2948593772602669
25/08/13,Utrecht,AZ Alkmaar,2,0,0,2,0.27352954469258284
25/08/13,Vitesse,Twente,1,0,0,1,0.43893101531666295
30/08/13,NAC Breda,Nijmegen,1,1,1,2,0.31604534784263627
31/08/13,Heracles,Den Haag,1,0,0,1,0.5162267950798592
31/08/13,PSV Eindhoven,Cambuur,0,0,0,0,0.1362932107533011
31/08/13,Twente,Heerenveen,1,1,1,2,0.3231071315673144
31/08/13,Waalwijk,Go Ahead Eagles,1,4,1,5,0.35520288599355626
01/09/13,AZ Alkmaar,Vitesse,1,1,1,2,0.3785398195782106
01/09/13,Feyenoord,Roda,4,0,0,4,0.3022202185082601
01/09/13,Groningen,Ajax,1,1,1,2,0.3043942473810819
01/09/13,Zwolle,Utrecht,1,1,1,2,0.3682020757625836
14/09/13,Ajax,Zwolle,2,1,1,3,0.3904596139446142
14/09/13,Cambuur,Heracles,2,0,0,2,0.20941722132711732
14/09/13,Twente,PSV Eindhoven,2,2,1,4,0.4796277760028869
15/09/13,AZ Alkmaar,Go Ahead Eagles,3,0,0,3,0.3494584463723651
15/09/13,Heerenveen,Groningen,4,2,1,6,0.5339807832550014
15/09/13,Nijmegen,Feyenoord,3,3,1,6,0.5307522328969185
15/09/13,Roda,NAC Breda,1,5,1,6,0.24853152755431623
15/09/13,Utrecht,Waalwijk,2,1,1,3,0.2980183043607303
20/09/13,Go Ahead Eagles,Cambuur,0,0,0,0,0.11089521660480399
21/09/13,Den Haag,Nijmegen,1,1,1,2,0.3855964263733336
21/09/13,Groningen,Waalwijk,4,1,1,5,0.4453680843988229
21/09/13,Heracles,Twente,0,3,0,3,0.390547631267853
21/09/13,Roda,Heerenveen,3,3,1,6,0.393237617085181
22/09/13,Feyenoord,Utrecht,1,0,0,1,0.29927383154782566
22/09/13,NAC Breda,AZ Alkmaar,3,0,0,3,0.3568815851454606
22/09/13,PSV Eindhoven,Ajax,4,0,0,4,0.35368655635798296
22/09/13,Vitesse,Zwolle,3,0,0,3,0.4148867618197567
28/09/13,Ajax,Go Ahead Eagles,6,0,0,6,0.27735316850562486
28/09/13,AZ Alkmaar,PSV Eindhoven,2,1,1,3,0.4578863909694595
28/09/13,Utrecht,Roda,3,3,1,6,0.2125350563099707
28/09/13,Waalwijk,Heracles,1,4,1,5,0.4259354702760276
28/09/13,Zwolle,NAC Breda,0,0,0,0,0.42765229714254355
29/09/13,Feyenoord,Den Haag,4,2,1,6,0.3325355795521793
29/09/13,Heerenveen,Cambuur,2,1,1,3,0.2937596779281753
29/09/13,Nijmegen,Vitesse,2,3,1,5,0.6320986410402561
29/09/13,Twente,Groningen,5,0,0,5,0.46197000926535786
02/10/13,Den Haag,Vitesse,2,1,1,3,0.4628042940263644
04/10/13,Cambuur,Twente,0,1,0,1,0.18183984202144815
05/10/13,Go Ahead Eagles,Nijmegen,4,3,1,7,0.3651349673093357
05/10/13,NAC Breda,Heracles,2,1,1,3,0.27235522949513924
05/10/13,Roda,Zwolle,0,0,0,0,0.4351622096386745
06/10/13,Ajax,Utrecht,3,0,0,3,0.24452934967609263
06/10/13,Groningen,AZ Alkmaar,2,1,1,3,0.3198083961434913
06/10/13,PSV Eindhoven,Waalwijk,2,1,1,3,0.35824164777046197
06/10/13,Vitesse,Feyenoord,1,2,1,3,0.32642661266365014
19/10/13,Go Ahead Eagles,Feyenoord,2,2,1,4,0.4247752579364321
19/10/13,Heerenveen,Vitesse,2,3,1,5,0.6528709272758244
19/10/13,Twente,Ajax,1,1,1,2,0.26539487557214364
19/10/13,Utrecht,NAC Breda,4,2,1,6,0.284023343171538
19/10/13,Waalwijk,Roda,1,2,1,3,0.4690427343554127
20/10/13,AZ Alkmaar,Cambuur,3,1,1,4,0.20925828781382222
20/10/13,Groningen,PSV Eindhoven,1,0,0,1,0.5992928352113331
20/10/13,Heracles,Nijmegen,1,1,1,2,0.41179103115553833
20/10/13,Zwolle,Den Haag,6,1,1,7,0.40835806719119455
25/10/13,Nijmegen,Heerenveen,2,1,1,3,0.6584328601408128
26/10/13,Ajax,Waalwijk,0,0,0,0,0.45917351171195603
26/10/13,Cambuur,Utrecht,3,1,1,4,0.1654603524791991
26/10/13,Den Haag,Twente,3,2,1,5,0.3653372690620897
26/10/13,NAC Breda,Go Ahead Eagles,5,0,0,5,0.27164774333638547
27/10/13,Feyenoord,Heracles,1,2,1,3,0.4070235934207039
27/10/13,Roda,PSV Eindhoven,2,1,1,3,0.46153242461999594
27/10/13,Vitesse,Groningen,2,2,1,4,0.3901331336832559
27/10/13,Zwolle,AZ Alkmaar,0,2,0,2,0.3306519437562981
01/11/13,Waalwijk,NAC Breda,3,0,0,3,0.5141474957920317
02/11/13,Ajax,Vitesse,0,1,0,1,0.39825056571158507
02/11/13,AZ Alkmaar,Den Haag,2,0,0,2,0.506272686120704
02/11/13,PSV Eindhoven,Zwolle,1,1,1,2,0.22075032014161503
02/11/13,Twente,Nijmegen,2,2,1,4,0.4958464928464042
03/11/13,Cambuur,Feyenoord,0,2,0,2,0.4469894039855358
03/11/13,Groningen,Roda,3,3,1,6,0.3633039955384274
03/11/13,Utrecht,Heerenveen,2,0,0,2,0.505180880145409
08/11/13,Heerenveen,Waalwijk,5,2,1,7,0.5754205523223404
09/11/13,Den Haag,Cambuur,3,0,0,3,0.35602059434874334
09/11/13,Heracles,Groningen,0,3,0,3,0.4311609447266087
09/11/13,Roda,Go Ahead Eagles,1,4,1,5,0.29649831157903994
09/11/13,Vitesse,Utrecht,3,1,1,4,0.31358610017378336
10/11/13,Feyenoord,AZ Alkmaar,2,2,1,4,0.2989494838887281
10/11/13,NAC Breda,PSV Eindhoven,2,1,1,3,0.4161428922172539
10/11/13,Nijmegen,Ajax,0,3,0,3,0.5380269454903495
10/11/13,Zwolle,Twente,1,1,1,2,0.3029479231678247
23/11/13,Ajax,Heracles,3,0,0,3,0.21913938497130733
23/11/13,AZ Alkmaar,Roda,2,2,1,4,0.4015275700181837
23/11/13,Cambuur,Nijmegen,2,1,1,3,0.37463376578789903
23/11/13,PSV Eindhoven,Heerenveen,1,1,1,2,0.38927490175032853
24/11/13,Go Ahead Eagles,Vitesse,0,3,0,3,0.49504210205275817
24/11/13,Groningen,Zwolle,0,0,0,0,0.3237563565879367
24/11/13,Twente,NAC Breda,5,2,1,7,0.3239143579638252
24/11/13,Utrecht,Den Haag,3,0,0,3,0.37503753936990913
24/11/13,Waalwijk,Feyenoord,1,0,0,1,0.4993536972363456
29/11/13,Roda,Twente,1,2,1,3,0.4928475727162304
30/11/13,Heerenveen,Go Ahead Eagles,3,1,1,4,0.4426685031465466
30/11/13,Heracles,Utrecht,1,2,1,3,0.23516661133338745
30/11/13,NAC Breda,Groningen,2,2,1,4,0.33989926497765177
30/11/13,Zwolle,Waalwijk,1,1,1,2,0.3546644560654818
01/12/13,Den Haag,Ajax,0,4,0,4,0.247978892718223
01/12/13,Feyenoord,PSV Eindhoven,3,1,1,4,0.5266569481484908
01/12/13,Nijmegen,AZ Alkmaar,3,2,1,5,0.47562366177874543
01/12/13,Vitesse,Cambuur,3,0,0,3,0.2844617958484871
04/12/13,Den Haag,Heerenveen,1,1,1,2,0.366419550501565
04/12/13,Go Ahead Eagles,Heracles,1,1,1,2,0.37737658018297293
06/12/13,Utrecht,Nijmegen,2,0,0,2,0.461834306344757
07/12/13,Ajax,NAC Breda,4,0,0,4,0.1452255901640722
07/12/13,AZ Alkmaar,Twente,1,2,1,3,0.495104079392936
07/12/13,PSV Eindhoven,Vitesse,2,6,1,8,0.3748290697414629
07/12/13,Waalwijk,Cambuur,2,2,1,4,0.24526548301286444
08/12/13,Go Ahead Eagles,Zwolle,4,1,1,5,0.34298962824582657
08/12/13,Groningen,Den Haag,1,2,1,3,0.2790281479426251
08/12/13,Heerenveen,Feyenoord,1,2,1,3,0.5479308865267158
08/12/13,Roda,Heracles,1,3,1,4,0.5205899047584388
13/12/13,Zwolle,Heerenveen,1,2,1,3,0.5064423994653396
14/12/13,Den Haag,Waalwijk,1,2,1,3,0.4111147432539319
14/12/13,Nijmegen,Roda,4,3,1,7,0.5863893757499983
14/12/13,Twente,Go Ahead Eagles,3,1,1,4,0.4359741531938534
