Date,HomeTeam,AwayTeam,FTHG,FTAG,A&H Scored?,Note Match Beta
23/12/12,VVV Venlo,Roda,2.0,4.0,1,0.5997025703176286
23/12/12,Waalwijk,Willem II,0.0,0.0,,0.4429924758874918
18/01/13,PSV Eindhoven,Zwolle,1.0,3.0,1,0.6587618037671059
19/01/13,AZ Alkmaar,Vitesse,4.0,1.0,1,0.6429278392162803
19/01/13,Heerenveen,Heracles,0.0,1.0,,0.7240554461445236
19/01/13,NAC Breda,VVV Venlo,1.0,0.0,,0.5368454274604857
19/01/13,Twente,Waalwijk,0.0,0.0,,0.39797505428470437
20/01/13,Ajax,Feyenoord,3.0,0.0,,0.5127415038125537
20/01/13,Groningen,Utrecht,0.0,2.0,,0.5103605514316013
20/01/13,Roda,Nijmegen,2.0,0.0,,0.508695652173913
20/01/13,Willem II,Den Haag,1.0,1.0,1,0.5353779730343887
25/01/13,VVV Venlo,AZ Alkmaar,1.0,4.0,1,0.6165515325960713
26/01/13,Den Haag,Roda,2.0,2.0,1,0.5809028935009847
26/01/13,Heracles,PSV Eindhoven,1.0,5.0,1,0.7364323587335252
26/01/13,Waalwijk,NAC Breda,0.0,4.0,,0.41845932434479627
26/01/13,Zwolle,Heerenveen,1.0,1.0,1,0.6950765035600667
27/01/13,Feyenoord,Twente,0.0,0.0,,0.4243978185123466
27/01/13,Nijmegen,Groningen,2.0,1.0,1,0.5173332323385346
27/01/13,Utrecht,Willem II,3.0,1.0,1,0.570314093824168
27/01/13,Vitesse,Ajax,3.0,2.0,1,0.6295945058829471
01/02/13,Waalwijk,Heerenveen,0.0,1.0,,0.49119678836539915
02/02/13,AZ Alkmaar,Groningen,0.0,1.0,,0.505424430641822
02/02/13,NAC Breda,Zwolle,3.0,0.0,,0.4991213452507196
02/02/13,PSV Eindhoven,Den Haag,7.0,0.0,,0.6383982224915417
02/02/13,Roda,Heracles,3.0,3.0,1,0.6710776145028531
03/02/13,Nijmegen,Vitesse,2.0,1.0,1,0.6520335302731909
03/02/13,Twente,Utrecht,2.0,4.0,1,0.5233297985153764
03/02/13,VVV Venlo,Ajax,0.0,3.0,,0.521967378679998
03/02/13,Willem II,Feyenoord,1.0,3.0,1,0.5626329344038782
09/02/13,Den Haag,NAC Breda,2.0,1.0,1,0.5365550674140281
09/02/13,Groningen,Waalwijk,2.0,1.0,1,0.41923344947735186
09/02/13,Heerenveen,VVV Venlo,2.0,2.0,1,0.6391688128061406
09/02/13,Heracles,Willem II,4.0,1.0,1,0.6935903650961975
09/02/13,Vitesse,PSV Eindhoven,2.0,2.0,1,0.7477983133868606
10/02/13,Ajax,Roda,1.0,1.0,1,0.5697682169368277
10/02/13,Feyenoord,AZ Alkmaar,3.0,1.0,1,0.5905968792607181
10/02/13,Utrecht,Nijmegen,0.0,3.0,,0.5480417108518911
10/02/13,Zwolle,Twente,1.0,1.0,1,0.5540574660404989
15/02/13,Nijmegen,VVV Venlo,1.0,2.0,1,0.5830980154522043
16/02/13,NAC Breda,Heracles,1.0,1.0,1,0.6473801949199616
16/02/13,PSV Eindhoven,Utrecht,2.0,1.0,1,0.6782123920618088
16/02/13,Roda,AZ Alkmaar,2.0,2.0,1,0.6357769024895218
16/02/13,Twente,Willem II,1.0,1.0,1,0.5874488713831238
17/02/13,Den Haag,Heerenveen,2.0,1.0,1,0.6729243043983235
17/02/13,Vitesse,Groningen,2.0,0.0,,0.5755986466696965
17/02/13,Waalwijk,Ajax,0.0,2.0,,0.4307781649245064
17/02/13,Zwolle,Feyenoord,3.0,2.0,1,0.6540039387971519
22/02/13,Willem II,Nijmegen,2.0,3.0,1,0.6281735090642832
23/02/13,Groningen,Zwolle,1.0,0.0,,0.5192415290612533
23/02/13,Heerenveen,Twente,2.0,1.0,1,0.62023279301116
23/02/13,Heracles,Vitesse,3.0,5.0,1,0.7721426046558602
23/02/13,VVV Venlo,Waalwijk,1.0,0.0,,0.4329732868757259
24/02/13,Ajax,Den Haag,1.0,1.0,1,0.5859011260920063
24/02/13,AZ Alkmaar,NAC Breda,0.0,1.0,,0.5349982325910215
24/02/13,Feyenoord,PSV Eindhoven,2.0,1.0,1,0.7024981063475231
24/02/13,Utrecht,Roda,4.0,0.0,,0.5685098217441802
01/03/13,Vitesse,Utrecht,2.0,0.0,,0.6011892137554916
02/03/13,NAC Breda,Heerenveen,1.0,2.0,1,0.6102949048124021
02/03/13,PSV Eindhoven,VVV Venlo,2.0,0.0,,0.6143988284603343
02/03/13,Twente,Ajax,0.0,2.0,,0.4863025804171085
02/03/13,Zwolle,Willem II,2.0,0.0,,0.613419178912286
03/03/13,Den Haag,Heracles,3.0,1.0,1,0.7792935413826187
03/03/13,Nijmegen,Feyenoord,0.0,3.0,,0.5704186234408928
03/03/13,Roda,Groningen,4.0,1.0,1,0.5376190476190477
03/03/13,Waalwijk,AZ Alkmaar,2.0,1.0,1,0.4875609756097561
08/03/13,Groningen,NAC Breda,1.0,1.0,1,0.5076190476190476
09/03/13,AZ Alkmaar,Den Haag,1.0,1.0,1,0.7014376609604605
09/03/13,Heerenveen,PSV Eindhoven,2.0,1.0,1,0.7552976821693682
09/03/13,Heracles,Nijmegen,1.0,0.0,,0.6707716002625865
09/03/13,Willem II,VVV Venlo,1.0,0.0,,0.5463146997929607
10/03/13,Ajax,Zwolle,3.0,0.0,,0.48644245821340204
10/03/13,Roda,Feyenoord,0.0,1.0,,0.5802363278291167
10/03/13,Twente,Vitesse,0.0,1.0,,0.562253193960511
10/03/13,Utrecht,Waalwijk,1.0,0.0,,0.4036272281977478
15/03/13,Zwolle,Roda,3.0,2.0,1,0.5810266121294754
16/03/13,Den Haag,Vitesse,0.0,4.0,,0.6300050497399383
16/03/13,Nijmegen,Heerenveen,1.0,3.0,1,0.6634545270918548
16/03/13,PSV Eindhoven,Waalwijk,2.0,0.0,,0.47868353279806086
16/03/13,VVV Venlo,Heracles,0.0,2.0,,0.5884446800989749
17/03/13,AZ Alkmaar,Ajax,2.0,3.0,1,0.5672054739180932
17/03/13,Feyenoord,Utrecht,2.0,1.0,1,0.5442821794677574
17/03/13,Groningen,Twente,0.0,3.0,,0.4678508306822199
17/03/13,NAC Breda,Willem II,4.0,0.0,,0.5255441094783619
30/03/13,Heerenveen,Feyenoord,2.0,0.0,,0.6466676766146544
30/03/13,Twente,NAC Breda,1.0,1.0,1,0.5228450234812907
30/03/13,Utrecht,VVV Venlo,2.0,1.0,1,0.5063611574003939
30/03/13,Willem II,Groningen,1.0,2.0,1,0.5441195778417411
31/03/13,Ajax,Nijmegen,4.0,1.0,1,0.5561909811644701
31/03/13,Heracles,AZ Alkmaar,1.0,2.0,1,0.7320845326465687
31/03/13,Roda,PSV Eindhoven,2.0,2.0,1,0.6708953188910771
31/03/13,Vitesse,Zwolle,2.0,1.0,1,0.5862071403322728
31/03/13,Waalwijk,Den Haag,4.0,0.0,,0.4766666666666667
05/04/13,Feyenoord,VVV Venlo,1.0,0.0,,0.47130485280008083
06/04/13,Twente,Roda,2.0,0.0,,0.5248780487804878
06/04/13,Vitesse,NAC Breda,3.0,0.0,,0.5180295914760389
06/04/13,Willem II,PSV Eindhoven,1.0,3.0,1,0.6487623087410999
06/04/13,Zwolle,Waalwijk,1.0,1.0,1,0.4544134727061556
07/04/13,Ajax,Heracles,4.0,0.0,,0.5819017320607989
07/04/13,Groningen,Heerenveen,3.0,1.0,1,0.6600010099479876
07/04/13,Nijmegen,AZ Alkmaar,1.0,1.0,1,0.6953012169873252
07/04/13,Utrecht,Den Haag,1.0,0.0,,0.5553587840226228
12/04/13,VVV Venlo,Zwolle,0.0,2.0,,0.45929202646063727
13/04/13,Den Haag,Twente,1.0,3.0,1,0.5474372569812654
13/04/13,Heracles,Groningen,0.0,2.0,,0.560767055496642
13/04/13,NAC Breda,Nijmegen,2.0,0.0,,0.5246341463414634
13/04/13,Roda,Vitesse,3.0,3.0,1,0.5921456344998233
14/04/13,AZ Alkmaar,Utrecht,6.0,0.0,,0.5626758571933546
14/04/13,Heerenveen,Willem II,3.0,2.0,1,0.7000752411250821
14/04/13,PSV Eindhoven,Ajax,2.0,3.0,1,0.6185184063020754
14/04/13,Waalwijk,Feyenoord,1.0,1.0,1,0.4654739180932182
19/04/13,Ajax,Heerenveen,1.0,1.0,1,0.6878023531788113
20/04/13,AZ Alkmaar,PSV Eindhoven,1.0,3.0,1,0.7500095945058829
20/04/13,Groningen,Den Haag,2.0,1.0,1,0.601901227086805
20/04/13,Heracles,Waalwijk,4.0,0.0,,0.4693960511033682
20/04/13,Willem II,Roda,2.0,1.0,1,0.6457930616573246
21/04/13,Feyenoord,Vitesse,2.0,0.0,,0.481366964601323
21/04/13,Nijmegen,Zwolle,1.0,3.0,1,0.5943564106448518
21/04/13,Utrecht,NAC Breda,3.0,0.0,,0.4349280412058779
21/04/13,VVV Venlo,Twente,2.0,2.0,1,0.4745180023228804
26/04/13,Heerenveen,AZ Alkmaar,0.0,4.0,,0.7172685956673231
27/04/13,Den Haag,VVV Venlo,1.0,1.0,1,0.5583280311063981
27/04/13,NAC Breda,Ajax,0.0,2.0,,0.46047215068423974
27/04/13,PSV Eindhoven,Groningen,5.0,2.0,1,0.6895288592637479
27/04/13,Roda,Waalwijk,3.0,1.0,1,0.5333914053426249
28/04/13,Feyenoord,Heracles,6.0,0.0,,0.45106499015300716
28/04/13,Twente,Nijmegen,5.0,2.0,1,0.5952345604201383
28/04/13,Vitesse,Willem II,3.0,1.0,1,0.5978099277887188
28/04/13,Zwolle,Utrecht,1.0,2.0,1,0.5456607584709388
05/05/13,Ajax,Willem II,5.0,0.0,,0.5759627329192547
05/05/13,AZ Alkmaar,Zwolle,4.0,0.0,,0.6078679997980104
05/05/13,Den Haag,Feyenoord,2.0,0.0,,0.48463818613341414
05/05/13,Heerenveen,Utrecht,2.0,4.0,1,0.630713528253295
05/05/13,Heracles,Twente,1.0,1.0,1,0.5532060798868859
05/05/13,NAC Breda,Roda,5.0,3.0,1,0.5604186234408928
05/05/13,PSV Eindhoven,Nijmegen,4.0,2.0,1,0.743280816037974
05/05/13,VVV Venlo,Groningen,0.0,0.0,,0.4930894308943089
05/05/13,Waalwijk,Vitesse,3.0,2.0,1,0.5264808362369338
12/05/13,Feyenoord,NAC Breda,1.0,0.0,,0.3654658385093168
12/05/13,Groningen,Ajax,0.0,2.0,,0.4980911983032874
12/05/13,Nijmegen,Waalwijk,1.0,2.0,1,0.6261248295712771
12/05/13,Roda,Heerenveen,1.0,0.0,,0.6831066000100994
12/05/13,Twente,PSV Eindhoven,3.0,1.0,1,0.735901631066
12/05/13,Utrecht,Heracles,3.0,0.0,,0.47695349189516745
12/05/13,Vitesse,VVV Venlo,0.0,1.0,,0.4847543301519972
12/05/13,Willem II,AZ Alkmaar,2.0,0.0,,0.5892344594253396
12/05/13,Zwolle,Den Haag,4.0,2.0,1,0.6203070241882543
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
02/08/13,Ajax,Roda,3.0,0.0,,0.5059546533353533
03/08/13,Den Haag,PSV Eindhoven,2.0,3.0,1,0.7549457152956622
03/08/13,Heerenveen,AZ Alkmaar,4.0,2.0,1,0.6465479977781143
03/08/13,Nijmegen,Groningen,1.0,4.0,1,0.6439882846033429
03/08/13,Twente,Waalwijk,0.0,0.0,,0.5667206988840074
04/08/13,Cambuur,NAC Breda,0.0,0.0,,0.17219663687320103
04/08/13,Utrecht,Go Ahead Eagles,1.0,1.0,1,0.2855345149724789
04/08/13,Vitesse,Heracles,3.0,1.0,1,0.5326142503661061
04/08/13,Zwolle,Feyenoord,2.0,1.0,1,0.5178013432308236
09/08/13,Roda,Cambuur,2.0,0.0,,0.2916709589456143
10/08/13,Go Ahead Eagles,Den Haag,2.0,1.0,1,0.4280361561379589
10/08/13,Heracles,Zwolle,1.0,3.0,1,0.6139887895773368
10/08/13,NAC Breda,Heerenveen,0.0,2.0,,0.49487855375448164
10/08/13,PSV Eindhoven,Nijmegen,5.0,0.0,,0.7395253244457911
11/08/13,AZ Alkmaar,Ajax,3.0,2.0,1,0.5348164419532394
11/08/13,Feyenoord,Twente,1.0,4.0,1,0.5611306367722062
11/08/13,Groningen,Utrecht,2.0,0.0,,0.4820168661313943
11/08/13,Waalwijk,Vitesse,4.0,2.0,1,0.5904145836489421
17/08/13,Cambuur,Groningen,4.0,1.0,1,0.30970004544765944
17/08/13,Nijmegen,Zwolle,1.0,5.0,1,0.7306014240266626
17/08/13,PSV Eindhoven,Go Ahead Eagles,3.0,0.0,,0.44244609402615764
17/08/13,Roda,Vitesse,1.0,1.0,1,0.6175039135484522
17/08/13,Waalwijk,AZ Alkmaar,1.0,2.0,1,0.601901227086805
18/08/13,Ajax,Feyenoord,2.0,1.0,1,0.47636469221835076
18/08/13,Heerenveen,Heracles,2.0,4.0,1,0.6296374286724233
18/08/13,NAC Breda,Den Haag,1.0,2.0,1,0.5577356966116245
18/08/13,Twente,Utrecht,6.0,0.0,,0.529163763066202
23/08/13,Heerenveen,Ajax,3.0,3.0,1,0.5952350653941322
24/08/13,Den Haag,Roda,0.0,4.0,,0.609110740796849
24/08/13,Heracles,PSV Eindhoven,1.0,1.0,1,0.6801176589405645
24/08/13,Nijmegen,Waalwijk,2.0,2.0,1,0.6973175781447255
24/08/13,Zwolle,Cambuur,2.0,0.0,,0.3672696056153108
25/08/13,Feyenoord,NAC Breda,3.0,1.0,1,0.4691056910569106
25/08/13,Go Ahead Eagles,Groningen,3.0,3.0,1,0.39863202545068926
25/08/13,Utrecht,AZ Alkmaar,2.0,0.0,,0.47802959147603896
25/08/13,Vitesse,Twente,1.0,0.0,,0.5848245215371408
30/08/13,NAC Breda,Nijmegen,1.0,1.0,1,0.6105347674594759
31/08/13,Heracles,Den Haag,1.0,0.0,,0.6179104176134929
31/08/13,PSV Eindhoven,Cambuur,0.0,0.0,,0.3713154572539514
31/08/13,Twente,Heerenveen,1.0,1.0,1,0.647624097358986
31/08/13,Waalwijk,Go Ahead Eagles,1.0,4.0,1,0.48917032772812197
01/09/13,AZ Alkmaar,Vitesse,1.0,1.0,1,0.6233964550825633
01/09/13,Feyenoord,Roda,4.0,0.0,,0.4950603443922638
01/09/13,Groningen,Ajax,1.0,1.0,1,0.5751764884108468
01/09/13,Zwolle,Utrecht,1.0,1.0,1,0.558630005554714
14/09/13,Ajax,Zwolle,2.0,1.0,1,0.6741665404231683
14/09/13,Cambuur,Heracles,2.0,0.0,,0.30969651062970255
14/09/13,Twente,PSV Eindhoven,2.0,2.0,1,0.6375660253496944
15/09/13,AZ Alkmaar,Go Ahead Eagles,3.0,0.0,,0.43994495783467147
15/09/13,Heerenveen,Groningen,4.0,2.0,1,0.6844690198454779
15/09/13,Nijmegen,Feyenoord,3.0,3.0,1,0.6650608493662576
15/09/13,Roda,NAC Breda,1.0,5.0,1,0.49684896227844266
15/09/13,Utrecht,Waalwijk,2.0,1.0,1,0.5748740089885371
20/09/13,Go Ahead Eagles,Cambuur,0.0,0.0,,0.18869615714790688
21/09/13,Den Haag,Nijmegen,1.0,1.0,1,0.7370863000555472
21/09/13,Groningen,Waalwijk,4.0,1.0,1,0.701014997727617
21/09/13,Heracles,Twente,0.0,3.0,,0.5333297985153764
21/09/13,Roda,Heerenveen,3.0,3.0,1,0.641077614502853
22/09/13,Feyenoord,Utrecht,1.0,0.0,,0.5013624198353785
22/09/13,NAC Breda,AZ Alkmaar,3.0,0.0,,0.5092839468767358
22/09/13,PSV Eindhoven,Ajax,4.0,0.0,,0.5946427308993587
22/09/13,Vitesse,Zwolle,3.0,0.0,,0.6332762712720295
28/09/13,Ajax,Go Ahead Eagles,6.0,0.0,,0.41726556582336005
28/09/13,AZ Alkmaar,PSV Eindhoven,2.0,1.0,1,0.5939307175680453
28/09/13,Utrecht,Roda,3.0,3.0,1,0.5270272180982679
28/09/13,Waalwijk,Heracles,1.0,4.0,1,0.670713023279301
28/09/13,Zwolle,NAC Breda,0.0,0.0,,0.5401782558198253
29/09/13,Feyenoord,Den Haag,4.0,2.0,1,0.6232141594707873
29/09/13,Heerenveen,Cambuur,2.0,1.0,1,0.4659576831793163
29/09/13,Nijmegen,Vitesse,2.0,3.0,1,0.7297692268848155
29/09/13,Twente,Groningen,5.0,0.0,,0.570782709690451
02/10/13,Den Haag,Vitesse,2.0,1.0,1,0.6734545270918548
04/10/13,Cambuur,Twente,0.0,1.0,,0.3002464273089936
05/10/13,Go Ahead Eagles,Nijmegen,4.0,3.0,1,0.5833449477351916
05/10/13,NAC Breda,Heracles,2.0,1.0,1,0.5417810432762713
05/10/13,Roda,Zwolle,0.0,0.0,,0.5453587840226228
06/10/13,Ajax,Utrecht,3.0,0.0,,0.47041003888299754
06/10/13,Groningen,AZ Alkmaar,2.0,1.0,1,0.6316694440236328
06/10/13,PSV Eindhoven,Waalwijk,2.0,1.0,1,0.7238766853507044
06/10/13,Vitesse,Feyenoord,1.0,2.0,1,0.6348825935464324
19/10/13,Go Ahead Eagles,Feyenoord,2.0,2.0,1,0.5194728071504318
19/10/13,Heerenveen,Vitesse,2.0,3.0,1,0.7604777053981719
19/10/13,Twente,Ajax,1.0,1.0,1,0.5220289855072464
19/10/13,Utrecht,NAC Breda,4.0,2.0,1,0.5275569358178054
19/10/13,Waalwijk,Roda,1.0,2.0,1,0.6864394283694389
20/10/13,AZ Alkmaar,Cambuur,3.0,1.0,1,0.4080401959299096
20/10/13,Groningen,PSV Eindhoven,1.0,0.0,,0.625185072968742
20/10/13,Heracles,Nijmegen,1.0,1.0,1,0.7260718073019239
20/10/13,Zwolle,Den Haag,6.0,1.0,1,0.64732212291067
25/10/13,Nijmegen,Heerenveen,2.0,1.0,1,0.8648921880523153
26/10/13,Ajax,Waalwijk,0.0,0.0,,0.6231596222794527
26/10/13,Cambuur,Utrecht,3.0,1.0,1,0.41047871534615965
26/10/13,Den Haag,Twente,3.0,2.0,1,0.6460793819118316
26/10/13,NAC Breda,Go Ahead Eagles,5.0,0.0,,0.43155531990102514
27/10/13,Feyenoord,Heracles,1.0,2.0,1,0.6335661263444932
27/10/13,Roda,PSV Eindhoven,2.0,1.0,1,0.6200631217492298
27/10/13,Vitesse,Groningen,2.0,2.0,1,0.6908332070898349
27/10/13,Zwolle,AZ Alkmaar,0.0,2.0,,0.5626758571933546
01/11/13,Waalwijk,NAC Breda,3.0,0.0,,0.5872090087360501
02/11/13,Ajax,Vitesse,0.0,1.0,,0.5591021562389537
02/11/13,AZ Alkmaar,Den Haag,2.0,0.0,,0.6096409634903802
02/11/13,PSV Eindhoven,Zwolle,1.0,1.0,1,0.6087466545472908
02/11/13,Twente,Nijmegen,2.0,2.0,1,0.7191188203807504
03/11/13,Cambuur,Feyenoord,0.0,2.0,,0.4463712568802707
03/11/13,Groningen,Roda,3.0,3.0,1,0.6794086754532142
03/11/13,Utrecht,Heerenveen,2.0,0.0,,0.6456531838610311
08/11/13,Heerenveen,Waalwijk,5.0,2.0,1,0.7551315457253951
09/11/13,Den Haag,Cambuur,3.0,0.0,,0.45583749936878254
09/11/13,Heracles,Groningen,0.0,3.0,,0.6011892137554915
09/11/13,Roda,Go Ahead Eagles,1.0,4.0,1,0.5313780740291875
09/11/13,Vitesse,Utrecht,3.0,1.0,1,0.6277316568196738
10/11/13,Feyenoord,AZ Alkmaar,2.0,2.0,1,0.6011271019542493
10/11/13,NAC Breda,PSV Eindhoven,2.0,1.0,1,0.5963111649750038
10/11/13,Nijmegen,Ajax,0.0,3.0,,0.5979179922234005
10/11/13,Zwolle,Twente,1.0,1.0,1,0.5620254506892894
23/11/13,Ajax,Heracles,3.0,0.0,,0.452489016815634
23/11/13,AZ Alkmaar,Roda,2.0,2.0,1,0.6676200575670352
23/11/13,Cambuur,Nijmegen,2.0,1.0,1,0.580131798212392
23/11/13,PSV Eindhoven,Heerenveen,1.0,1.0,1,0.7790496389435944
24/11/13,Go Ahead Eagles,Vitesse,0.0,3.0,,0.5194112003231833
24/11/13,Groningen,Zwolle,0.0,0.0,,0.5545265868807756
24/11/13,Twente,NAC Breda,5.0,2.0,1,0.5806004140786749
24/11/13,Utrecht,Den Haag,3.0,0.0,,0.5542821794677574
24/11/13,Waalwijk,Feyenoord,1.0,0.0,,0.6232798060899863
29/11/13,Roda,Twente,1.0,2.0,1,0.7148290663030854
30/11/13,Heerenveen,Go Ahead Eagles,3.0,1.0,1,0.6267949300611019
30/11/13,Heracles,Utrecht,1.0,2.0,1,0.5640998838559814
30/11/13,NAC Breda,Groningen,2.0,2.0,1,0.5863727718022522
30/11/13,Zwolle,Waalwijk,1.0,1.0,1,0.621913851436651
01/12/13,Den Haag,Ajax,0.0,4.0,,0.43445993031358887
01/12/13,Feyenoord,PSV Eindhoven,3.0,1.0,1,0.7092849568247235
01/12/13,Nijmegen,AZ Alkmaar,3.0,2.0,1,0.7424486188961268
01/12/13,Vitesse,Cambuur,3.0,0.0,,0.45577942735949095
04/12/13,Den Haag,Heerenveen,1.0,1.0,1,0.6990450941776498
04/12/13,Go Ahead Eagles,Heracles,1.0,1.0,1,0.556194011008433
06/12/13,Utrecht,Nijmegen,2.0,0.0,,0.6351850729687422
07/12/13,Ajax,NAC Breda,4.0,0.0,,0.4110680199969702
07/12/13,AZ Alkmaar,Twente,1.0,2.0,1,0.6971479068827955
07/12/13,PSV Eindhoven,Vitesse,2.0,6.0,1,0.7086931273039438
07/12/13,Waalwijk,Cambuur,2.0,2.0,1,0.5225783972125435
08/12/13,Go Ahead Eagles,Zwolle,4.0,1.0,1,0.5717966974700803
08/12/13,Groningen,Den Haag,1.0,2.0,1,0.5898267939201132
08/12/13,Heerenveen,Feyenoord,1.0,2.0,1,0.7485108316921678
08/12/13,Roda,Heracles,1.0,3.0,1,0.7267838206332373
13/12/13,Zwolle,Heerenveen,1.0,2.0,1,0.7546437408473463
14/12/13,Den Haag,Waalwijk,1.0,2.0,1,0.6329904559915165
14/12/13,Nijmegen,Roda,4.0,3.0,1,0.8017325657728627
14/12/13,Twente,Go Ahead Eagles,3.0,1.0,1,0.6508523961016008
15/12/13,Cambuur,Ajax,1.0,2.0,1,0.36863606524264003
15/12/13,Feyenoord,Groningen,1.0,0.0,,0.5947664495278493
15/12/13,Heracles,AZ Alkmaar,2.0,0.0,,0.6073716103620663
15/12/13,Utrecht,PSV Eindhoven,1.0,5.0,1,0.6867257486239459
15/12/13,Vitesse,NAC Breda,3.0,2.0,1,0.6028576478311367
20/12/13,Waalwijk,Twente,1.0,1.0,1,0.7540089885370904
21/12/13,AZ Alkmaar,Heerenveen,1.0,5.0,1,0.7677947785689037
21/12/13,Feyenoord,Zwolle,3.0,0.0,,0.582083522698581
21/12/13,Heracles,Vitesse,2.0,2.0,1,0.6363076301570469
21/12/13,NAC Breda,Cambuur,1.0,0.0,,0.45167550371155885
22/12/13,Go Ahead Eagles,Utrecht,2.0,1.0,1,0.5943594404888148
22/12/13,Groningen,Nijmegen,5.0,2.0,1,0.694651315457254
22/12/13,PSV Eindhoven,Den Haag,2.0,0.0,,0.6633929202646064
22/12/13,Roda,Ajax,1.0,2.0,1,0.6030359036509619
17/01/14,Twente,Heracles,3.0,1.0,1,0.7430404484169065
18/01/14,AZ Alkmaar,NAC Breda,3.0,0.0,,0.5635696611624501
18/01/14,Heerenveen,Roda,2.0,2.0,1,0.8777412513255567
18/01/14,Waalwijk,Groningen,1.0,1.0,1,0.6800752411250821
18/01/14,Zwolle,Vitesse,1.0,2.0,1,0.6826804019592991
19/01/14,Ajax,PSV Eindhoven,1.0,0.0,,0.5257688229056203
19/01/14,Cambuur,Go Ahead Eagles,2.0,0.0,,0.4632358733525223
19/01/14,Nijmegen,Den Haag,3.0,1.0,1,0.6939973741352321
19/01/14,Utrecht,Feyenoord,2.0,5.0,1,0.6055986466696965
24/01/14,Heracles,Waalwijk,2.0,1.0,1,0.7303115689541988
25/01/14,Den Haag,Feyenoord,3.0,2.0,1,0.6175039135484522
25/01/14,NAC Breda,Zwolle,1.0,2.0,1,0.5939302125940513
25/01/14,PSV Eindhoven,AZ Alkmaar,1.0,0.0,,0.6009453113164671
25/01/14,Roda,Utrecht,1.0,0.0,,0.6851229611674998
26/01/14,Cambuur,Heerenveen,3.0,1.0,1,0.6569731858809271
26/01/14,Go Ahead Eagles,Ajax,0.0,1.0,,0.4201272534464475
26/01/14,Vitesse,Nijmegen,1.0,1.0,1,0.7694758369943948
31/01/14,Feyenoord,Vitesse,1.0,1.0,1,0.6997692268848155
01/02/14,AZ Alkmaar,Groningen,2.0,0.0,,0.5510109579356663
01/02/14,Heerenveen,Den Haag,3.0,0.0,,0.7311902237034793
01/02/14,Heracles,NAC Breda,1.0,2.0,1,0.640244912387012
01/02/14,Zwolle,Roda,3.0,1.0,1,0.757024188254305
02/02/14,Nijmegen,Go Ahead Eagles,1.0,1.0,1,0.7046048578498207
02/02/14,Twente,Cambuur,3.0,1.0,1,0.6388855223955966
02/02/14,Utrecht,Ajax,1.0,1.0,1,0.4841655304751805
02/02/14,Waalwijk,PSV Eindhoven,2.0,0.0,,0.6578644649800536
04/02/14,Den Haag,Heracles,0.0,3.0,,0.6281543200525173
04/02/14,Roda,Feyenoord,1.0,2.0,1,0.7479806089986365
04/02/14,Vitesse,AZ Alkmaar,0.0,2.0,,0.6070817552896026
05/02/14,Cambuur,PSV Eindhoven,1.0,2.0,1,0.5579831338686058
05/02/14,Go Ahead Eagles,Waalwijk,2.0,2.0,1,0.6813952431449781
05/02/14,Heerenveen,Twente,0.0,2.0,,0.7673266676766146
05/02/14,Nijmegen,NAC Breda,1.0,1.0,1,0.7098313386860576
06/02/14,Ajax,Groningen,2.0,1.0,1,0.5262525879917184
06/02/14,Utrecht,Zwolle,1.0,2.0,1,0.6885143665101248
07/02/14,Vitesse,Den Haag,0.0,0.0,,0.5905352724334696
08/02/14,Feyenoord,Nijmegen,5.0,1.0,1,0.7913225268898652
08/02/14,Go Ahead Eagles,AZ Alkmaar,2.0,1.0,1,0.5735277483209614
08/02/14,NAC Breda,Roda,2.0,0.0,,0.6517315558248751
08/02/14,PSV Eindhoven,Twente,3.0,2.0,1,0.6898192193102055
09/02/14,Groningen,Heerenveen,1.0,3.0,1,0.7072685956673231
09/02/14,Heracles,Cambuur,1.0,1.0,1,0.6338256829773267
09/02/14,Waalwijk,Utrecht,5.0,2.0,1,0.7176321769428875
09/02/14,Zwolle,Ajax,1.0,1.0,1,0.63250164116548
12/02/14,Groningen,Twente,1.0,1.0,1,0.7364358935514821
14/02/14,PSV Eindhoven,Heracles,2.0,1.0,1,0.6731525526435389
15/02/14,AZ Alkmaar,Utrecht,1.0,1.0,1,0.6148245215371408
15/02/14,Roda,Den Haag,0.0,1.0,,0.5742826844417512
15/02/14,Twente,Vitesse,2.0,0.0,,0.6768499722264303
15/02/14,Waalwijk,Nijmegen,1.0,3.0,1,0.8367429177397364
16/02/14,Ajax,Heerenveen,3.0,0.0,,0.593218199262738
16/02/14,Cambuur,Zwolle,3.0,1.0,1,0.6831096298540624
16/02/14,Groningen,Go Ahead Eagles,1.0,0.0,,0.6188860273695904
16/02/14,NAC Breda,Feyenoord,1.0,1.0,1,0.6631682068373479
21/02/14,Den Haag,Go Ahead Eagles,3.0,2.0,1,0.5397101449275362
22/02/14,Cambuur,Roda,1.0,0.0,,0.5944801292733424
22/02/14,Heerenveen,NAC Breda,0.0,0.0,,0.5910816542948039
22/02/14,Nijmegen,PSV Eindhoven,0.0,2.0,,0.6994056456092512
22/02/14,Zwolle,Heracles,1.0,1.0,1,0.7798853709033985
23/02/14,Ajax,AZ Alkmaar,4.0,0.0,,0.4395197697318588
23/02/14,Twente,Feyenoord,2.0,2.0,1,0.7617361005908196
23/02/14,Utrecht,Groningen,1.0,0.0,,0.6235201737110538
