Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Total_Goals,Note
21/12/13,Werder Bremen,Leverkusen,1,0,0,1,0.11666666666666667
22/12/13,M'gladbach,Wolfsburg,2,2,1,4,0.29583333333333334
24/01/14,M'gladbach,Bayern Munich,0,2,0,2,0.2708333333333333
25/01/14,Dortmund,Augsburg,2,2,1,4,0.2833333333333333
25/01/14,Ein Frankfurt,Hertha,1,0,0,1,0.42500000000000004
25/01/14,Freiburg,Leverkusen,3,2,1,5,0.15416666666666667
25/01/14,Nurnberg,Hoffenheim,4,0,0,4,0.18333333333333335
25/01/14,Stuttgart,Mainz,1,2,1,3,0.42500000000000004
25/01/14,Wolfsburg,Hannover,1,3,1,4,0.4666666666666667
26/01/14,Hamburg,Schalke 04,0,3,0,3,0.24583333333333335
26/01/14,Werder Bremen,Braunschweig,0,0,0,0,0.17916666666666664
29/01/14,Stuttgart,Bayern Munich,1,2,1,3,0.24583333333333332
31/01/14,Braunschweig,Dortmund,1,2,1,3,0.24583333333333335
01/02/14,Augsburg,Werder Bremen,3,1,1,4,0.4
01/02/14,Hannover,M'gladbach,3,1,1,4,0.15416666666666667
01/02/14,Hoffenheim,Hamburg,3,0,0,3,0.4666666666666667
01/02/14,Leverkusen,Stuttgart,2,1,1,3,0.22916666666666669
01/02/14,Mainz,Freiburg,2,0,0,2,0.06666666666666667
01/02/14,Schalke 04,Wolfsburg,2,1,1,3,0.22916666666666669
02/02/14,Bayern Munich,Ein Frankfurt,5,0,0,5,0.17916666666666667
02/02/14,Hertha,Nurnberg,1,3,1,4,0.30833333333333335
07/02/14,M'gladbach,Leverkusen,0,1,0,1,0.22083333333333333
08/02/14,Ein Frankfurt,Braunschweig,3,0,0,3,0.18333333333333335
08/02/14,Freiburg,Hoffenheim,1,1,1,2,0.24583333333333332
08/02/14,Hamburg,Hertha,0,3,0,3,0.18333333333333335
08/02/14,Nurnberg,Bayern Munich,0,2,0,2,0.17916666666666664
08/02/14,Werder Bremen,Dortmund,1,5,1,6,0.27083333333333337
08/02/14,Wolfsburg,Mainz,3,0,0,3,0.4916666666666667
09/02/14,Schalke 04,Hannover,2,0,0,2,0.4
09/02/14,Stuttgart,Augsburg,1,4,1,5,0.41666666666666663
14/02/14,Mainz,Hannover,2,0,0,2,0.14166666666666666
15/02/14,Bayern Munich,Freiburg,4,0,0,4,0.06666666666666667
15/02/14,Braunschweig,Hamburg,4,2,1,6,0.24583333333333332
15/02/14,Dortmund,Ein Frankfurt,4,0,0,4,0.19583333333333333
15/02/14,Hoffenheim,Stuttgart,4,1,1,5,0.3375
15/02/14,Leverkusen,Schalke 04,1,2,1,3,0.20416666666666666
15/02/14,Werder Bremen,M'gladbach,1,1,1,2,0.2583333333333333
16/02/14,Augsburg,Nurnberg,0,1,0,1,0.44166666666666665
16/02/14,Hertha,Wolfsburg,1,2,1,3,0.41666666666666663
21/02/14,Schalke 04,Mainz,0,0,0,0,0.18333333333333335
22/02/14,Freiburg,Augsburg,2,4,1,6,0.44166666666666665
22/02/14,Hamburg,Dortmund,3,0,0,3,0.27083333333333337
22/02/14,M'gladbach,Hoffenheim,2,2,1,4,0.20416666666666666
22/02/14,Nurnberg,Braunschweig,2,1,1,3,0.05
22/02/14,Stuttgart,Hertha,1,2,1,3,0.27083333333333337
22/02/14,Wolfsburg,Leverkusen,3,1,1,4,0.18333333333333335
23/02/14,Ein Frankfurt,Werder Bremen,0,0,0,0,0.29583333333333334
23/02/14,Hannover,Bayern Munich,0,4,0,4,0.2625
28/02/14,Hertha,Freiburg,0,0,0,0,0.22083333333333333
01/03/14,Augsburg,Hannover,1,1,1,2,0.14166666666666666
01/03/14,Bayern Munich,Schalke 04,5,1,1,6,0.17916666666666667
01/03/14,Braunschweig,M'gladbach,1,1,1,2,0.39166666666666666
01/03/14,Dortmund,Nurnberg,3,0,0,3,0.18333333333333335
01/03/14,Leverkusen,Mainz,0,1,0,1,0.24583333333333335
01/03/14,Werder Bremen,Hamburg,1,0,0,1,0.375
02/03/14,Ein Frankfurt,Stuttgart,2,1,1,3,0.24583333333333332
02/03/14,Hoffenheim,Wolfsburg,6,2,1,8,0.4
08/03/14,Hamburg,Ein Frankfurt,1,1,1,2,0.025
08/03/14,Hannover,Leverkusen,1,1,1,2,0.24583333333333335
08/03/14,M'gladbach,Augsburg,1,2,1,3,0.4
08/03/14,Nurnberg,Werder Bremen,0,2,0,2,0.24583333333333332
08/03/14,Schalke 04,Hoffenheim,4,0,0,4,0.22083333333333333
08/03/14,Stuttgart,Braunschweig,2,2,1,4,0.4
08/03/14,Wolfsburg,Bayern Munich,1,6,1,7,0.20416666666666666
09/03/14,Freiburg,Dortmund,0,1,0,1,0.36250000000000004
09/03/14,Mainz,Hertha,1,1,1,2,0.17916666666666667
14/03/14,Augsburg,Schalke 04,1,2,1,3,0.375
15/03/14,Bayern Munich,Leverkusen,2,1,1,3,0.375
15/03/14,Braunschweig,Wolfsburg,1,1,1,2,0.4666666666666667
15/03/14,Dortmund,M'gladbach,1,2,1,3,0.2708333333333333
15/03/14,Hertha,Hannover,0,3,0,3,0.27083333333333337
15/03/14,Hoffenheim,Mainz,2,4,1,6,0.24583333333333332
15/03/14,Werder Bremen,Stuttgart,1,1,1,2,0.3375
16/03/14,Ein Frankfurt,Freiburg,1,4,1,5,0.12916666666666665
16/03/14,Hamburg,Nurnberg,2,1,1,3,0.17916666666666664
21/03/14,Freiburg,Werder Bremen,3,1,1,4,0.16666666666666669
22/03/14,Hannover,Dortmund,0,3,0,3,0.22916666666666669
22/03/14,Mainz,Bayern Munich,0,2,0,2,0.2833333333333333
22/03/14,M'gladbach,Hertha,3,0,0,3,0.39166666666666666
22/03/14,Schalke 04,Braunschweig,3,1,1,4,0.22083333333333333
22/03/14,Stuttgart,Hamburg,1,0,0,1,0.3375
22/03/14,Wolfsburg,Augsburg,1,1,1,2,0.4666666666666667
23/03/14,Leverkusen,Hoffenheim,2,3,1,5,0.18333333333333335
23/03/14,Nurnberg,Ein Frankfurt,2,5,1,7,0.1958333333333333
25/03/14,Braunschweig,Mainz,3,1,1,4,0.375
25/03/14,Dortmund,Schalke 04,0,0,0,0,0.375
25/03/14,Hertha,Bayern Munich,1,3,1,4,0.11666666666666667
25/03/14,Werder Bremen,Wolfsburg,1,3,1,4,0.42500000000000004
26/03/14,Augsburg,Leverkusen,1,3,1,4,0.44166666666666665
26/03/14,Ein Frankfurt,M'gladbach,1,0,0,1,0.44166666666666665
26/03/14,Hamburg,Freiburg,1,1,1,2,0.32499999999999996
26/03/14,Hoffenheim,Hannover,3,1,1,4,0.2875
26/03/14,Nurnberg,Stuttgart,2,0,0,2,0.4
28/03/14,Schalke 04,Hertha,2,0,0,2,0.22083333333333333
29/03/14,Bayern Munich,Hoffenheim,3,3,1,6,0.375
29/03/14,Freiburg,Nurnberg,3,2,1,5,0.33333333333333337
29/03/14,Leverkusen,Braunschweig,1,1,1,2,0.4
29/03/14,Mainz,Augsburg,3,0,0,3,0.3125
29/03/14,Stuttgart,Dortmund,2,3,1,5,0.14166666666666666
29/03/14,Wolfsburg,Ein Frankfurt,2,1,1,3,0.41666666666666663
30/03/14,Hannover,Werder Bremen,1,2,1,3,0.24583333333333335
30/03/14,M'gladbach,Hamburg,3,1,1,4,0.11666666666666667
04/04/14,Hamburg,Leverkusen,2,1,1,3,0.4666666666666667
05/04/14,Augsburg,Bayern Munich,1,0,0,1,0.375
05/04/14,Dortmund,Wolfsburg,2,1,1,3,0.3125
05/04/14,Ein Frankfurt,Mainz,2,0,0,2,0.2875
05/04/14,Nurnberg,M'gladbach,0,2,0,2,0.20833333333333334
05/04/14,Stuttgart,Freiburg,2,0,0,2,0.375
05/04/14,Werder Bremen,Schalke 04,1,1,1,2,0.3375
06/04/14,Braunschweig,Hannover,3,0,0,3,0.4
06/04/14,Hertha,Hoffenheim,1,1,1,2,0.375
11/04/14,Schalke 04,Ein Frankfurt,2,0,0,2,0.2875
12/04/14,Bayern Munich,Dortmund,0,3,0,3,0.35
12/04/14,Freiburg,Braunschweig,2,0,0,2,0.4666666666666667
12/04/14,Hannover,Hamburg,2,1,1,3,0.30833333333333335
12/04/14,Mainz,Werder Bremen,3,0,0,3,0.22083333333333333
12/04/14,M'gladbach,Stuttgart,1,1,1,2,0.29583333333333334
12/04/14,Wolfsburg,Nurnberg,4,1,1,5,0.44166666666666665
13/04/14,Hoffenheim,Augsburg,2,0,0,2,0.36250000000000004
13/04/14,Leverkusen,Hertha,2,1,1,3,0.2708333333333333
17/04/14,Ein Frankfurt,Hannover,2,3,1,5,0.14166666666666666
19/04/14,Augsburg,Hertha,0,0,0,0,0.27083333333333337
19/04/14,Braunschweig,Bayern Munich,0,2,0,2,0.20833333333333334
19/04/14,Dortmund,Mainz,4,2,1,6,0.24583333333333335
19/04/14,Freiburg,M'gladbach,4,2,1,6,0.14166666666666666
19/04/14,Hamburg,Wolfsburg,1,3,1,4,0.4916666666666667
19/04/14,Werder Bremen,Hoffenheim,3,1,1,4,0.44166666666666665
20/04/14,Nurnberg,Leverkusen,1,4,1,5,0.27083333333333337
20/04/14,Stuttgart,Schalke 04,3,1,1,4,0.27083333333333337
25/04/14,Hannover,Stuttgart,0,0,0,0,0.4
26/04/14,Bayern Munich,Werder Bremen,5,2,1,7,0.20833333333333334
26/04/14,Hertha,Braunschweig,2,0,0,2,0.3125
26/04/14,Hoffenheim,Ein Frankfurt,0,0,0,0,0.23333333333333334
26/04/14,Leverkusen,Dortmund,2,2,1,4,0.2875
26/04/14,Mainz,Nurnberg,2,0,0,2,0.24583333333333332
26/04/14,Wolfsburg,Freiburg,2,2,1,4,0.3375
27/04/14,Augsburg,Hamburg,3,1,1,4,0.24583333333333335
27/04/14,Schalke 04,M'gladbach,0,1,0,1,0.17916666666666667
03/05/14,Braunschweig,Augsburg,0,1,0,1,0.1
03/05/14,Dortmund,Hoffenheim,3,2,1,5,0.4666666666666667
03/05/14,Ein Frankfurt,Leverkusen,0,2,0,2,0.4
03/05/14,Freiburg,Schalke 04,0,2,0,2,0.4
03/05/14,Hamburg,Bayern Munich,1,4,1,5,0.27083333333333337
03/05/14,M'gladbach,Mainz,3,1,1,4,0.4
03/05/14,Nurnberg,Hannover,0,2,0,2,0.30833333333333335
03/05/14,Stuttgart,Wolfsburg,1,2,1,3,0.4
03/05/14,Werder Bremen,Hertha,2,0,0,2,0.3125
10/05/14,Augsburg,Ein Frankfurt,2,1,1,3,0.20416666666666666
10/05/14,Bayern Munich,Stuttgart,1,0,0,1,0.27083333333333337
10/05/14,Hannover,Freiburg,3,2,1,5,0.27083333333333337
10/05/14,Hertha,Dortmund,0,4,0,4,0.24583333333333335
10/05/14,Hoffenheim,Braunschweig,3,1,1,4,0.1
10/05/14,Leverkusen,Werder Bremen,2,1,1,3,0.42500000000000004
10/05/14,Mainz,Hamburg,3,2,1,5,0.22083333333333333
10/05/14,Schalke 04,Nurnberg,4,1,1,5,0.14166666666666666
10/05/14,Wolfsburg,M'gladbach,3,1,1,4,0.3125
22/08/14,Bayern Munich,Wolfsburg,2,1,1,3,0.3375
23/08/14,Dortmund,Leverkusen,0,2,0,2,0.3375
23/08/14,Ein Frankfurt,Freiburg,1,0,0,1,0.2875
23/08/14,FC Koln,Hamburg,0,0,0,0,0.24583333333333335
23/08/14,Hannover,Schalke 04,2,1,1,3,0.27083333333333337
23/08/14,Hertha,Werder Bremen,2,2,1,4,0.2708333333333333
23/08/14,Hoffenheim,Augsburg,2,0,0,2,0.17916666666666667
24/08/14,M'gladbach,Stuttgart,1,1,1,2,0.24583333333333332
24/08/14,Paderborn,Mainz,2,2,1,4,0.22083333333333333
29/08/14,Augsburg,Dortmund,2,3,1,5,0.2875
30/08/14,Hamburg,Paderborn,0,3,0,3,0.24583333333333335
30/08/14,Leverkusen,Hertha,4,2,1,6,0.27083333333333337
30/08/14,Schalke 04,Bayern Munich,1,1,1,2,0.2833333333333333
30/08/14,Stuttgart,FC Koln,0,2,0,2,0.22083333333333333
30/08/14,Werder Bremen,Hoffenheim,1,1,1,2,0.36250000000000004
30/08/14,Wolfsburg,Ein Frankfurt,2,2,1,4,0.4
31/08/14,Freiburg,M'gladbach,0,0,0,0,0.24583333333333335
31/08/14,Mainz,Hannover,0,0,0,0,0.22083333333333333
12/09/14,Leverkusen,Werder Bremen,3,3,1,6,0.4666666666666667
13/09/14,Bayern Munich,Stuttgart,2,0,0,2,0.30833333333333335
13/09/14,Dortmund,Freiburg,3,1,1,4,0.20833333333333334
13/09/14,Hertha,Mainz,1,3,1,4,0.375
13/09/14,Hoffenheim,Wolfsburg,1,1,1,2,0.3125
13/09/14,M'gladbach,Schalke 04,4,1,1,5,0.42500000000000004
13/09/14,Paderborn,FC Koln,0,0,0,0,0.12916666666666665
14/09/14,Ein Frankfurt,Augsburg,0,1,0,1,0.025
14/09/14,Hannover,Hamburg,2,0,0,2,0.3375
19/09/14,Freiburg,Hertha,2,2,1,4,0.17916666666666667
20/09/14,Augsburg,Werder Bremen,4,2,1,6,0.4666666666666667
20/09/14,Hamburg,Bayern Munich,0,0,0,0,0.3125
20/09/14,Mainz,Dortmund,2,0,0,2,0.22083333333333333
20/09/14,Paderborn,Hannover,2,0,0,2,0.09166666666666667
20/09/14,Schalke 04,Ein Frankfurt,2,2,1,4,0.39166666666666666
20/09/14,Stuttgart,Hoffenheim,0,2,0,2,0.3375
21/09/14,FC Koln,M'gladbach,0,0,0,0,0.09166666666666667
21/09/14,Wolfsburg,Leverkusen,4,1,1,5,0.29583333333333334
23/09/14,Bayern Munich,Paderborn,4,0,0,4,0.09166666666666667
23/09/14,Ein Frankfurt,Mainz,2,2,1,4,0.27083333333333337
23/09/14,Hoffenheim,Freiburg,3,3,1,6,0.33333333333333337
23/09/14,Werder Bremen,Schalke 04,0,3,0,3,0.4
24/09/14,Dortmund,Stuttgart,2,2,1,4,0.24583333333333335
24/09/14,Hannover,FC Koln,1,0,0,1,0.09166666666666667
24/09/14,Hertha,Wolfsburg,1,0,0,1,0.44166666666666665
24/09/14,Leverkusen,Augsburg,1,0,0,1,0.24583333333333335
24/09/14,M'gladbach,Hamburg,1,0,0,1,0.29583333333333334
26/09/14,Mainz,Hoffenheim,0,0,0,0,0.14166666666666666
27/09/14,FC Koln,Bayern Munich,0,2,0,2,0.09166666666666667
27/09/14,Freiburg,Leverkusen,0,0,0,0,0.30833333333333335
27/09/14,Paderborn,M'gladbach,1,2,1,3,0.05
27/09/14,Schalke 04,Dortmund,2,1,1,3,0.3125
27/09/14,Stuttgart,Hannover,1,0,0,1,0.07500000000000001
27/09/14,Wolfsburg,Werder Bremen,2,1,1,3,0.4916666666666667
28/09/14,Augsburg,Hertha,1,0,0,1,0.44166666666666665
28/09/14,Hamburg,Ein Frankfurt,1,2,1,3,0.2708333333333333
03/10/14,Hertha,Stuttgart,3,2,1,5,0.24583333333333335
04/10/14,Bayern Munich,Hannover,4,0,0,4,0.025
04/10/14,Dortmund,Hamburg,0,1,0,1,0.24583333333333332
04/10/14,Ein Frankfurt,FC Koln,3,2,1,5,0.12916666666666665
04/10/14,Hoffenheim,Schalke 04,2,1,1,3,0.3125
04/10/14,Leverkusen,Paderborn,2,2,1,4,0.11666666666666667
04/10/14,Werder Bremen,Freiburg,1,1,1,2,0.3125
05/10/14,M'gladbach,Mainz,1,1,1,2,0.36250000000000004
05/10/14,Wolfsburg,Augsburg,1,0,0,1,0.24583333333333335
18/10/14,Bayern Munich,Werder Bremen,6,0,0,6,0.27083333333333337
18/10/14,FC Koln,Dortmund,2,1,1,3,0.15416666666666667
18/10/14,Freiburg,Wolfsburg,1,2,1,3,0.18333333333333335
18/10/14,Hannover,M'gladbach,0,3,0,3,0.20416666666666666
18/10/14,Mainz,Augsburg,2,1,1,3,0.025
18/10/14,Schalke 04,Hertha,2,0,0,2,0.3375
18/10/14,Stuttgart,Leverkusen,3,3,1,6,0.09166666666666667
19/10/14,Hamburg,Hoffenheim,1,1,1,2,0.20416666666666666
19/10/14,Paderborn,Ein Frankfurt,3,1,1,4,0.4
24/10/14,Werder Bremen,FC Koln,0,1,0,1,0.2833333333333333
25/10/14,Augsburg,Freiburg,2,0,0,2,0.3375
25/10/14,Dortmund,Hannover,0,1,0,1,0.09166666666666667
25/10/14,Ein Frankfurt,Stuttgart,4,5,1,9,0.41666666666666663
25/10/14,Hertha,Hamburg,3,0,0,3,0.17916666666666667
25/10/14,Hoffenheim,Paderborn,1,0,0,1,0.35
25/10/14,Leverkusen,Schalke 04,1,0,0,1,0.35833333333333334
26/10/14,M'gladbach,Bayern Munich,0,0,0,0,0.22916666666666669
26/10/14,Wolfsburg,Mainz,3,0,0,3,0.36250000000000004
31/10/14,Schalke 04,Augsburg,1,0,0,1,0.24583333333333332
01/11/14,Bayern Munich,Dortmund,2,1,1,3,0.22083333333333333
01/11/14,Hamburg,Leverkusen,1,0,0,1,0.35
01/11/14,Hannover,Ein Frankfurt,1,0,0,1,0.27083333333333337
01/11/14,Mainz,Werder Bremen,1,2,1,3,0.24583333333333332
01/11/14,Stuttgart,Wolfsburg,0,4,0,4,0.30833333333333335
02/11/14,FC Koln,Freiburg,0,1,0,1,0.24583333333333332
02/11/14,M'gladbach,Hoffenheim,3,1,1,4,0.24583333333333335
02/11/14,Paderborn,Hertha,3,1,1,4,0.24583333333333335
07/11/14,Hertha,Hannover,0,2,0,2,0.09166666666666667
08/11/14,Augsburg,Paderborn,3,0,0,3,0.11666666666666667
08/11/14,Ein Frankfurt,Bayern Munich,0,4,0,4,0.24583333333333332
08/11/14,Freiburg,Schalke 04,2,0,0,2,0.24583333333333335
08/11/14,Hoffenheim,FC Koln,3,4,1,7,0.18333333333333335
08/11/14,Leverkusen,Mainz,0,0,0,0,0.20833333333333334
08/11/14,Werder Bremen,Stuttgart,2,0,0,2,0.3125
09/11/14,Dortmund,M'gladbach,1,0,0,1,0.11666666666666667
09/11/14,Wolfsburg,Hamburg,2,0,0,2,0.05
22/11/14,Bayern Munich,Hoffenheim,4,0,0,4,0.32499999999999996
22/11/14,FC Koln,Hertha,1,2,1,3,0.22083333333333333
22/11/14,Hannover,Leverkusen,1,3,1,4,0.09166666666666667
22/11/14,Mainz,Freiburg,2,2,1,4,0.24583333333333335
22/11/14,M'gladbach,Ein Frankfurt,1,3,1,4,0.27083333333333337
22/11/14,Paderborn,Dortmund,2,2,1,4,0.44166666666666665
22/11/14,Schalke 04,Wolfsburg,3,2,1,5,0.14166666666666666
23/11/14,Hamburg,Werder Bremen,2,0,0,2,0.27083333333333337
23/11/14,Stuttgart,Augsburg,0,1,0,1,0.13333333333333333
28/11/14,Freiburg,Stuttgart,1,4,1,5,0.20833333333333334
29/11/14,Augsburg,Hamburg,3,1,1,4,0.025
29/11/14,Hertha,Bayern Munich,0,1,0,1,0.025
29/11/14,Hoffenheim,Hannover,4,3,1,7,0.17916666666666667
29/11/14,Leverkusen,FC Koln,5,1,1,6,0.17916666666666667
29/11/14,Schalke 04,Mainz,4,1,1,5,0.20416666666666666
29/11/14,Werder Bremen,Paderborn,4,0,0,4,0.05
30/11/14,Ein Frankfurt,Dortmund,2,0,0,2,0.36250000000000004
30/11/14,Wolfsburg,M'gladbach,1,0,0,1,0.05
05/12/14,Dortmund,Hoffenheim,1,0,0,1,0.11666666666666667
06/12/14,Bayern Munich,Leverkusen,1,0,0,1,0.22083333333333333
06/12/14,FC Koln,Augsburg,1,2,1,3,0.17916666666666667
06/12/14,Hannover,Wolfsburg,1,3,1,4,0.2833333333333333
06/12/14,M'gladbach,Hertha,3,2,1,5,0.41666666666666663
06/12/14,Paderborn,Freiburg,1,1,1,2,0.4
06/12/14,Stuttgart,Schalke 04,0,4,0,4,0.05
07/12/14,Ein Frankfurt,Werder Bremen,5,2,1,7,0.14166666666666666
07/12/14,Hamburg,Mainz,2,1,1,3,0.20416666666666666
12/12/14,Hoffenheim,Ein Frankfurt,3,2,1,5,0.4
13/12/14,Augsburg,Bayern Munich,0,4,0,4,0.12916666666666665
13/12/14,Freiburg,Hamburg,0,0,0,0,0.2833333333333333
13/12/14,Hertha,Dortmund,1,0,0,1,0.14166666666666666
13/12/14,Mainz,Stuttgart,1,1,1,2,0.4
13/12/14,Schalke 04,FC Koln,1,2,1,3,0.41666666666666663
13/12/14,Werder Bremen,Hannover,3,3,1,6,0.15416666666666665
14/12/14,Leverkusen,M'gladbach,1,1,1,2,0.17916666666666667
14/12/14,Wolfsburg,Paderborn,1,1,1,2,0.025
16/12/14,Bayern Munich,Freiburg,2,0,0,2,0.22083333333333333
16/12/14,FC Koln,Mainz,0,0,0,0,0.41666666666666663
16/12/14,Hamburg,Stuttgart,0,1,0,1,0.375
16/12/14,Hannover,Augsburg,2,0,0,2,0.35
17/12/14,Dortmund,Wolfsburg,2,2,1,4,0.22083333333333333
17/12/14,Ein Frankfurt,Hertha,4,4,1,8,0.375
17/12/14,Hoffenheim,Leverkusen,0,1,0,1,0.3125
17/12/14,M'gladbach,Werder Bremen,4,1,1,5,0.375
17/12/14,Paderborn,Schalke 04,1,2,1,3,0.27083333333333337
19/12/14,Mainz,Bayern Munich,1,2,1,3,0.24583333333333335
20/12/14,Augsburg,M'gladbach,2,1,1,3,0.1958333333333333
20/12/14,Leverkusen,Ein Frankfurt,1,1,1,2,0.41666666666666663
20/12/14,Schalke 04,Hamburg,0,0,0,0,0.2875
20/12/14,Stuttgart,Paderborn,0,0,0,0,0.15416666666666665
20/12/14,Werder Bremen,Dortmund,2,1,1,3,0.17916666666666664
20/12/14,Wolfsburg,FC Koln,2,1,1,3,0.35
21/12/14,Freiburg,Hannover,2,2,1,4,0.2875
21/12/14,Hertha,Hoffenheim,0,5,0,5,0.05
30/01/15,Wolfsburg,Bayern Munich,4,1,1,5,0.32499999999999996
31/01/15,Freiburg,Ein Frankfurt,4,1,1,5,0.375
31/01/15,Hamburg,FC Koln,0,2,0,2,0.3125
31/01/15,Leverkusen,Dortmund,0,0,0,0,0.375
31/01/15,Mainz,Paderborn,5,0,0,5,0.3125
31/01/15,Schalke 04,Hannover,1,0,0,1,0.3375
31/01/15,Stuttgart,M'gladbach,0,1,0,1,0.19583333333333333
01/02/15,Augsburg,Hoffenheim,3,1,1,4,0.17916666666666667
01/02/15,Werder Bremen,Hertha,2,0,0,2,0.44166666666666665
03/02/15,Bayern Munich,Schalke 04,1,1,1,2,0.15416666666666665
03/02/15,Ein Frankfurt,Wolfsburg,1,1,1,2,0.41666666666666663
03/02/15,Hannover,Mainz,1,1,1,2,0.18333333333333335
03/02/15,M'gladbach,Freiburg,1,0,0,1,0.3375
04/02/15,Dortmund,Augsburg,0,1,0,1,0.1958333333333333
04/02/15,FC Koln,Stuttgart,0,0,0,0,0.18333333333333335
04/02/15,Hertha,Leverkusen,0,1,0,1,0.025
04/02/15,Hoffenheim,Werder Bremen,1,2,1,3,0.3375
04/02/15,Paderborn,Hamburg,0,3,0,3,0.27083333333333337
06/02/15,Schalke 04,M'gladbach,1,0,0,1,0.14166666666666666
07/02/15,FC Koln,Paderborn,0,0,0,0,0.07500000000000001
07/02/15,Freiburg,Dortmund,0,3,0,3,0.2875
07/02/15,Hamburg,Hannover,2,1,1,3,0.14166666666666666
07/02/15,Mainz,Hertha,0,2,0,2,0.23333333333333334
07/02/15,Stuttgart,Bayern Munich,0,2,0,2,0.19583333333333333
07/02/15,Wolfsburg,Hoffenheim,3,0,0,3,0.35
08/02/15,Augsburg,Ein Frankfurt,2,2,1,4,0.4666666666666667
08/02/15,Werder Bremen,Leverkusen,2,1,1,3,0.11666666666666667
13/02/15,Dortmund,Mainz,4,2,1,6,0.24583333333333335
14/02/15,Bayern Munich,Hamburg,8,0,0,8,0.15416666666666665
14/02/15,Ein Frankfurt,Schalke 04,1,0,0,1,0.41666666666666663
14/02/15,Hoffenheim,Stuttgart,2,1,1,3,0.22916666666666669
14/02/15,Leverkusen,Wolfsburg,4,5,1,9,0.36250000000000004
14/02/15,M'gladbach,FC Koln,1,0,0,1,0.23333333333333334
14/02/15,Werder Bremen,Augsburg,3,2,1,5,0.20416666666666666
15/02/15,Hannover,Paderborn,1,2,1,3,0.20416666666666666
15/02/15,Hertha,Freiburg,0,2,0,2,0.05
20/02/15,Stuttgart,Dortmund,2,3,1,5,0.025
21/02/15,Augsburg,Leverkusen,2,2,1,4,0.35
21/02/15,FC Koln,Hannover,1,1,1,2,0.20416666666666666
21/02/15,Freiburg,Hoffenheim,1,1,1,2,0.15833333333333333
21/02/15,Mainz,Ein Frankfurt,3,1,1,4,0.29583333333333334
21/02/15,Paderborn,Bayern Munich,0,6,0,6,0.20833333333333334
21/02/15,Schalke 04,Werder Bremen,1,1,1,2,0.24583333333333332
22/02/15,Hamburg,M'gladbach,1,1,1,2,0.20416666666666666
22/02/15,Wolfsburg,Hertha,2,1,1,3,0.16666666666666669
27/02/15,Bayern Munich,FC Koln,4,1,1,5,0.11666666666666667
28/02/15,Dortmund,Schalke 04,3,0,0,3,0.24583333333333335
28/02/15,Ein Frankfurt,Hamburg,2,1,1,3,0.11666666666666667
28/02/15,Hannover,Stuttgart,1,1,1,2,0.375
28/02/15,Hertha,Augsburg,1,0,0,1,0.15416666666666667
28/02/15,Hoffenheim,Mainz,2,0,0,2,0.44166666666666665
28/02/15,Leverkusen,Freiburg,1,0,0,1,0.20416666666666666
01/03/15,M'gladbach,Paderborn,2,0,0,2,0.17916666666666664
01/03/15,Werder Bremen,Wolfsburg,3,5,1,8,0.4666666666666667
06/03/15,Stuttgart,Hertha,0,0,0,0,0.2833333333333333
07/03/15,Augsburg,Wolfsburg,1,0,0,1,0.4916666666666667
07/03/15,Freiburg,Werder Bremen,0,1,0,1,0.42500000000000004
07/03/15,Hamburg,Dortmund,0,0,0,0,0.35
07/03/15,Hannover,Bayern Munich,1,3,1,4,0.2708333333333333
07/03/15,Mainz,M'gladbach,2,2,1,4,0.30833333333333335
07/03/15,Schalke 04,Hoffenheim,3,1,1,4,0.2833333333333333
08/03/15,FC Koln,Ein Frankfurt,4,2,1,6,0.375
08/03/15,Paderborn,Leverkusen,0,3,0,3,0.24583333333333335
13/03/15,Leverkusen,Stuttgart,4,0,0,4,0.2875
14/03/15,Augsburg,Mainz,0,2,0,2,0.20833333333333334
14/03/15,Dortmund,FC Koln,0,0,0,0,0.24583333333333335
14/03/15,Ein Frankfurt,Paderborn,4,0,0,4,0.24583333333333335
14/03/15,Hertha,Schalke 04,2,2,1,4,0.05
14/03/15,Hoffenheim,Hamburg,3,0,0,3,0.22083333333333333
14/03/15,Werder Bremen,Bayern Munich,0,4,0,4,0.375
15/03/15,M'gladbach,Hannover,2,0,0,2,0.24583333333333332
15/03/15,Wolfsburg,Freiburg,3,0,0,3,0.17916666666666667
20/03/15,Hamburg,Hertha,0,1,0,1,0.15833333333333333
21/03/15,FC Koln,Werder Bremen,1,1,1,2,0.3125
21/03/15,Freiburg,Augsburg,2,0,0,2,0.15833333333333333
21/03/15,Hannover,Dortmund,2,3,1,5,0.3125
21/03/15,Paderborn,Hoffenheim,0,0,0,0,0.24583333333333332
21/03/15,Schalke 04,Leverkusen,0,1,0,1,0.2875
21/03/15,Stuttgart,Ein Frankfurt,3,1,1,4,0.3125
22/03/15,Bayern Munich,M'gladbach,0,2,0,2,0.35
22/03/15,Mainz,Wolfsburg,1,1,1,2,0.3125
04/04/15,Dortmund,Bayern Munich,0,1,0,1,0.09166666666666667
04/04/15,Ein Frankfurt,Hannover,2,2,1,4,0.18333333333333335
04/04/15,Freiburg,FC Koln,1,0,0,1,0.09166666666666667
04/04/15,Hoffenheim,M'gladbach,1,4,1,5,0.14166666666666666
04/04/15,Leverkusen,Hamburg,4,0,0,4,0.09166666666666667
