Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Note
24/01/16,Ein Frankfurt,Wolfsburg,3,2,1,0.4958851473298622
24/01/16,Schalke 04,Werder Bremen,1,3,1,0.6109423421722742
29/01/16,Mainz,M'gladbach,1,0,0,0.39008034351850157
30/01/16,Augsburg,Ein Frankfurt,0,0,0,0.38006245249683746
30/01/16,Darmstadt,Schalke 04,0,2,0,0.3577192152223208
30/01/16,Dortmund,Ingolstadt,2,0,0,0.3802363431124415
30/01/16,Leverkusen,Hannover,3,0,0,0.42118563970031553
30/01/16,Stuttgart,Hamburg,2,1,1,0.5051841078302599
30/01/16,Werder Bremen,Hertha,3,3,1,0.43603336233581175
31/01/16,Bayern Munich,Hoffenheim,2,0,0,0.2814543498711854
31/01/16,Wolfsburg,FC Koln,1,1,1,0.46697349940873645
05/02/16,M'gladbach,Werder Bremen,5,1,1,0.6545773733222794
06/02/16,Ein Frankfurt,Stuttgart,2,4,1,0.5839183895898409
06/02/16,Hannover,Mainz,0,1,0,0.3172428282305526
06/02/16,Hertha,Dortmund,0,0,0,0.4341207280448684
06/02/16,Ingolstadt,Augsburg,2,1,1,0.2552639985426969
06/02/16,Leverkusen,Bayern Munich,0,0,0,0.2858635584488438
06/02/16,Schalke 04,Wolfsburg,3,0,0,0.4547661480868145
07/02/16,Hamburg,FC Koln,1,1,1,0.49729229312690626
07/02/16,Hoffenheim,Darmstadt,0,2,0,0.30413663479503883
12/02/16,Mainz,Schalke 04,2,1,1,0.3595031109311332
13/02/16,Darmstadt,Leverkusen,1,2,1,0.34565341743462485
13/02/16,Dortmund,Hannover,1,0,0,0.4258382502921635
13/02/16,FC Koln,Ein Frankfurt,3,1,1,0.5059149669574984
13/02/16,Stuttgart,Hertha,2,0,0,0.37917615469795063
13/02/16,Werder Bremen,Hoffenheim,1,1,1,0.5152406764263064
13/02/16,Wolfsburg,Ingolstadt,2,0,0,0.31966459618080584
14/02/16,Augsburg,Bayern Munich,1,3,1,0.331228821901684
14/02/16,Hamburg,M'gladbach,3,2,1,0.5548018919449527
19/02/16,Ein Frankfurt,Hamburg,0,0,0,0.5229186772388892
20/02/16,Bayern Munich,Darmstadt,3,1,1,0.3017352085105598
20/02/16,Hertha,Wolfsburg,1,1,1,0.3608539727060169
20/02/16,Hoffenheim,Mainz,3,2,1,0.357145492741785
20/02/16,Ingolstadt,Werder Bremen,2,0,0,0.40118772841171435
20/02/16,M'gladbach,FC Koln,1,0,0,0.4873526718141644
21/02/16,Hannover,Augsburg,0,1,0,0.2965893583967834
21/02/16,Leverkusen,Dortmund,0,1,0,0.39503303815476215
21/02/16,Schalke 04,Stuttgart,1,1,1,0.5472463255974277
26/02/16,FC Koln,Hertha,0,1,0,0.33321752054786347
27/02/16,Hamburg,Ingolstadt,1,1,1,0.36307200381172133
27/02/16,Stuttgart,Hannover,1,2,1,0.4554521565580306
27/02/16,Werder Bremen,Darmstadt,2,2,1,0.5294739018908131
27/02/16,Wolfsburg,Bayern Munich,0,2,0,0.3684483873109839
28/02/16,Augsburg,M'gladbach,2,2,1,0.45758459769896487
28/02/16,Dortmund,Hoffenheim,3,1,1,0.4576183271524887
28/02/16,Ein Frankfurt,Schalke 04,0,0,0,0.45201678452398986
28/02/16,Mainz,Leverkusen,3,1,1,0.3780992648582124
01/03/16,Hannover,Wolfsburg,0,4,0,0.3401360964509114
01/03/16,Ingolstadt,FC Koln,1,1,1,0.3512359837288778
02/03/16,Bayern Munich,Mainz,1,2,1,0.3492880672414029
02/03/16,Darmstadt,Dortmund,0,2,0,0.35667193771423245
02/03/16,Hertha,Ein Frankfurt,2,0,0,0.312501215631248
02/03/16,Hoffenheim,Augsburg,2,1,1,0.44242211231060935
02/03/16,Leverkusen,Werder Bremen,1,4,1,0.5423192677382289
02/03/16,M'gladbach,Stuttgart,4,0,0,0.5158885367654824
02/03/16,Schalke 04,Hamburg,3,2,1,0.5340058391433089
05/03/16,Augsburg,Leverkusen,3,3,1,0.47474152093981953
05/03/16,Dortmund,Bayern Munich,0,0,0,0.3146147571088963
05/03/16,Ein Frankfurt,Ingolstadt,1,1,1,0.3538165810523029
05/03/16,FC Koln,Schalke 04,1,3,1,0.49012580587745336
05/03/16,Stuttgart,Hoffenheim,5,1,1,0.5235166021703431
05/03/16,Werder Bremen,Hannover,4,1,1,0.520740407563493
05/03/16,Wolfsburg,M'gladbach,2,1,1,0.46088063172015414
06/03/16,Hamburg,Hertha,2,0,0,0.3799545409763274
06/03/16,Mainz,Darmstadt,0,0,0,0.33489491633963586
11/03/16,Hertha,Schalke 04,2,0,0,0.29337766035629526
12/03/16,Bayern Munich,Werder Bremen,5,0,0,0.43624953761584573
12/03/16,Darmstadt,Augsburg,2,2,1,0.41597999931884
12/03/16,Hannover,FC Koln,0,2,0,0.36117543446838724
12/03/16,Hoffenheim,Wolfsburg,1,0,0,0.4042116080515329
12/03/16,Ingolstadt,Stuttgart,3,3,1,0.4753675672926402
12/03/16,M'gladbach,Ein Frankfurt,3,0,0,0.40588387313758467
13/03/16,Dortmund,Mainz,2,0,0,0.31768145706361506
13/03/16,Leverkusen,Hamburg,1,0,0,0.40294945614370226
18/03/16,Schalke 04,M'gladbach,2,1,1,0.5277315306686614
19/03/16,Ein Frankfurt,Hannover,1,0,0,0.31511071113193895
19/03/16,FC Koln,Bayern Munich,0,1,0,0.3172844482668941
19/03/16,Hamburg,Hoffenheim,1,3,1,0.5445988251967318
19/03/16,Hertha,Ingolstadt,2,1,1,0.28691900614250926
19/03/16,Werder Bremen,Mainz,1,1,1,0.535405322486011
19/03/16,Wolfsburg,Darmstadt,1,1,1,0.4171636011057358
20/03/16,Augsburg,Dortmund,1,3,1,0.4552360235325743
20/03/16,Stuttgart,Leverkusen,0,2,0,0.4716665425792499
01/04/16,Leverkusen,Wolfsburg,3,0,0,0.30646090049256236
02/04/16,Bayern Munich,Ein Frankfurt,1,0,0,0.23494981080469546
02/04/16,Darmstadt,Stuttgart,2,2,1,0.5172668574261421
02/04/16,Dortmund,Werder Bremen,3,2,1,0.5052767882923351
02/04/16,Hannover,Hamburg,0,3,0,0.3160363125550408
02/04/16,Ingolstadt,Schalke 04,3,0,0,0.3763832689029061
02/04/16,Mainz,Augsburg,4,2,1,0.49748301863095074
03/04/16,Hoffenheim,FC Koln,1,1,1,0.48450912348006064
03/04/16,M'gladbach,Hertha,5,0,0,0.2995385727876544
08/04/16,Hertha,Hannover,2,2,1,0.2827653447064853
09/04/16,Ein Frankfurt,Hoffenheim,0,2,0,0.3997163001824843
09/04/16,Hamburg,Darmstadt,1,2,1,0.4968016440996008
09/04/16,Ingolstadt,M'gladbach,1,0,0,0.3854917606637374
09/04/16,Stuttgart,Bayern Munich,1,3,1,0.40821349286580877
09/04/16,Werder Bremen,Augsburg,1,2,1,0.6744706649242752
09/04/16,Wolfsburg,Mainz,1,1,1,0.44551494024751864
10/04/16,FC Koln,Leverkusen,0,2,0,0.35134812820429584
10/04/16,Schalke 04,Dortmund,2,2,1,0.47204814503907444
15/04/16,Hannover,M'gladbach,2,0,0,0.2874443335940978
16/04/16,Augsburg,Stuttgart,1,0,0,0.5458697430218791
16/04/16,Bayern Munich,Schalke 04,3,0,0,0.30628303904494064
16/04/16,Darmstadt,Ingolstadt,2,0,0,0.34815329040499465
16/04/16,Hoffenheim,Hertha,2,1,1,0.4041305474422142
16/04/16,Leverkusen,Ein Frankfurt,3,0,0,0.23015554360866625
16/04/16,Werder Bremen,Wolfsburg,3,2,1,0.5605039721615052
17/04/16,Dortmund,Hamburg,3,0,0,0.35782628620621915
17/04/16,Mainz,FC Koln,2,3,1,0.4704900736771855
22/04/16,Hamburg,Werder Bremen,2,1,1,0.5831651746407702
23/04/16,FC Koln,Darmstadt,4,1,1,0.460408227491108
23/04/16,Hertha,Bayern Munich,0,2,0,0.22831331597577714
23/04/16,Ingolstadt,Hannover,2,2,1,0.34409446911973046
23/04/16,Schalke 04,Leverkusen,2,3,1,0.42248336000863085
23/04/16,Stuttgart,Dortmund,0,3,0,0.42819032585435407
23/04/16,Wolfsburg,Augsburg,0,2,0,0.4795813402930033
24/04/16,Ein Frankfurt,Mainz,2,1,1,0.40210126636101867
24/04/16,M'gladbach,Hoffenheim,3,1,1,0.46197587697150266
29/04/16,Augsburg,FC Koln,0,0,0,0.4350227676681244
30/04/16,Bayern Munich,M'gladbach,1,1,1,0.325796720984666
30/04/16,Darmstadt,Ein Frankfurt,1,2,1,0.37481060302380464
30/04/16,Dortmund,Wolfsburg,5,1,1,0.39074795451428257
30/04/16,Hannover,Schalke 04,1,3,1,0.36838514713332926
30/04/16,Hoffenheim,Ingolstadt,2,1,1,0.4911567737313268
30/04/16,Leverkusen,Hertha,2,1,1,0.30777556466682165
30/04/16,Mainz,Hamburg,0,0,0,0.4131083361183204
02/05/16,Werder Bremen,Stuttgart,6,2,1,0.657752480384165
07/05/16,Ein Frankfurt,Dortmund,1,0,0,0.3165159361087203
07/05/16,FC Koln,Werder Bremen,0,0,0,0.5105753430331809
07/05/16,Hamburg,Wolfsburg,0,1,0,0.3958538986131065
07/05/16,Hannover,Hoffenheim,1,0,0,0.3998869868375199
07/05/16,Hertha,Darmstadt,1,2,1,0.47004836498253216
07/05/16,Ingolstadt,Bayern Munich,1,2,1,0.34426984497506485
07/05/16,M'gladbach,Leverkusen,2,1,1,0.4133344119869173
07/05/16,Schalke 04,Augsburg,1,1,1,0.560614377863947
07/05/16,Stuttgart,Mainz,1,3,1,0.5296354889040751
14/05/16,Augsburg,Hamburg,1,3,1,0.4272014079005586
14/05/16,Bayern Munich,Hannover,3,1,1,0.36055896063288406
14/05/16,Darmstadt,M'gladbach,0,2,0,0.43517282298520465
14/05/16,Dortmund,FC Koln,2,2,1,0.4162674609729554
14/05/16,Hoffenheim,Schalke 04,1,4,1,0.5416435107304198
14/05/16,Leverkusen,Ingolstadt,3,2,1,0.4044223916243497
14/05/16,Mainz,Hertha,0,0,0,0.3789896844668612
14/05/16,Werder Bremen,Ein Frankfurt,1,0,0,0.4377253105925324
14/05/16,Wolfsburg,Stuttgart,3,1,1,0.53561118031382
26/08/16,Bayern Munich,Werder Bremen,6,0,0,0.40703251010549146
27/08/16,Augsburg,Wolfsburg,0,2,0,0.3989970318269108
27/08/16,Dortmund,Mainz,2,1,1,0.5170795563001147
27/08/16,Ein Frankfurt,Schalke 04,1,0,0,0.34048255213116596
27/08/16,FC Koln,Darmstadt,2,0,0,0.40751965600866336
27/08/16,Hamburg,Ingolstadt,1,1,1,0.4896458315645371
27/08/16,M'gladbach,Leverkusen,2,1,1,0.45783154951963656
28/08/16,Hertha,Freiburg,2,1,1,0.4138216769659165
28/08/16,Hoffenheim,RB Leipzig,2,2,1,0.3418351522570581
09/09/16,Schalke 04,Bayern Munich,0,2,0,0.3941331369830745
10/09/16,Darmstadt,Ein Frankfurt,1,0,0,0.2846139666650574
10/09/16,Freiburg,M'gladbach,3,1,1,0.47370967019649035
10/09/16,Ingolstadt,Hertha,0,2,0,0.37168366063694425
10/09/16,Leverkusen,Hamburg,3,1,1,0.4476404240653218
10/09/16,RB Leipzig,Dortmund,1,0,0,0.2077837565172628
10/09/16,Wolfsburg,FC Koln,0,0,0,0.3689527759373048
11/09/16,Mainz,Hoffenheim,4,4,1,0.5727364874716507
11/09/16,Werder Bremen,Augsburg,1,2,1,0.5473539389254765
16/09/16,FC Koln,Freiburg,3,0,0,0.3441905715205026
17/09/16,Bayern Munich,Ingolstadt,3,1,1,0.4295679173721042
17/09/16,Dortmund,Darmstadt,6,0,0,0.38553544812811874
17/09/16,Ein Frankfurt,Leverkusen,2,1,1,0.43384223068492966
17/09/16,Hamburg,RB Leipzig,0,4,0,0.24767379956305877
17/09/16,Hoffenheim,Wolfsburg,0,0,0,0.4471434614815826
17/09/16,M'gladbach,Werder Bremen,4,1,1,0.5496123527598493
18/09/16,Augsburg,Mainz,1,3,1,0.5435541814205085
18/09/16,Hertha,Schalke 04,2,0,0,0.35298695265928925
20/09/16,Darmstadt,Hoffenheim,1,1,1,0.46666050520937097
20/09/16,Freiburg,Hamburg,1,0,0,0.386795594151615
20/09/16,Ingolstadt,Ein Frankfurt,0,2,0,0.31341901143733725
20/09/16,Wolfsburg,Dortmund,1,5,1,0.39250246209504275
21/09/16,Bayern Munich,Hertha,3,0,0,0.3012080149326637
21/09/16,Leverkusen,Augsburg,0,0,0,0.47438089932862504
21/09/16,RB Leipzig,M'gladbach,1,1,1,0.3145358826739631
21/09/16,Schalke 04,FC Koln,1,3,1,0.43254610106203617
21/09/16,Werder Bremen,Mainz,1,2,1,0.6241520244035157
23/09/16,Dortmund,Freiburg,3,1,1,0.4327040066206622
24/09/16,Augsburg,Darmstadt,1,0,0,0.3743855429737493
24/09/16,Ein Frankfurt,Hertha,3,3,1,0.30179274525666644
24/09/16,Hamburg,Bayern Munich,0,1,0,0.30370438625867724
24/09/16,Mainz,Leverkusen,2,3,1,0.5807807415982409
24/09/16,M'gladbach,Ingolstadt,2,0,0,0.48264982224637953
24/09/16,Werder Bremen,Wolfsburg,2,1,1,0.4978974908688494
25/09/16,FC Koln,RB Leipzig,1,1,1,0.24590266140138795
25/09/16,Hoffenheim,Schalke 04,2,1,1,0.5256397672985501
30/09/16,RB Leipzig,Augsburg,2,1,1,0.329994801392156
01/10/16,Bayern Munich,FC Koln,1,1,1,0.37537362715397765
01/10/16,Darmstadt,Werder Bremen,2,2,1,0.4933005900357533
01/10/16,Freiburg,Ein Frankfurt,1,0,0,0.2934109415702546
01/10/16,Hertha,Hamburg,2,0,0,0.2965874540737251
01/10/16,Ingolstadt,Hoffenheim,1,2,1,0.5387856575686261
01/10/16,Leverkusen,Dortmund,2,0,0,0.40884486683877397
02/10/16,Schalke 04,M'gladbach,4,0,0,0.4567276039640643
02/10/16,Wolfsburg,Mainz,0,0,0,0.4743338399431747
14/10/16,Dortmund,Hertha,1,1,1,0.4008610768681402
15/10/16,Augsburg,Schalke 04,1,1,1,0.4444165026888478
15/10/16,Ein Frankfurt,Bayern Munich,2,2,1,0.32002459274217343
15/10/16,FC Koln,Ingolstadt,2,1,1,0.43822265337498356
15/10/16,Hoffenheim,Freiburg,2,1,1,0.5530980606778971
15/10/16,M'gladbach,Hamburg,0,0,0,0.350392267717512
15/10/16,Werder Bremen,Leverkusen,2,1,1,0.643140015086098
16/10/16,Mainz,Darmstadt,2,1,1,0.49150136845871395
16/10/16,Wolfsburg,RB Leipzig,0,1,0,0.24832299089252582
21/10/16,Hamburg,Ein Frankfurt,0,3,0,0.23479699751226318
22/10/16,Bayern Munich,M'gladbach,2,0,0,0.34653515359463793
22/10/16,Darmstadt,Wolfsburg,3,1,1,0.3818858816173096
22/10/16,Freiburg,Augsburg,2,1,1,0.4878072156633406
22/10/16,Hertha,FC Koln,2,1,1,0.440489044671285
22/10/16,Ingolstadt,Dortmund,3,3,1,0.438591593056996
22/10/16,Leverkusen,Hoffenheim,0,3,0,0.48940470050556584
23/10/16,RB Leipzig,Werder Bremen,3,1,1,0.4513952590988267
23/10/16,Schalke 04,Mainz,3,0,0,0.4914558203073627
28/10/16,M'gladbach,Ein Frankfurt,0,0,0,0.26423408892032496
29/10/16,Augsburg,Bayern Munich,1,3,1,0.4478941918557129
29/10/16,Darmstadt,RB Leipzig,0,2,0,0.3074933372219105
29/10/16,Dortmund,Schalke 04,0,0,0,0.4043722129435563
29/10/16,Mainz,Ingolstadt,2,0,0,0.46589276822905246
29/10/16,Werder Bremen,Freiburg,1,3,1,0.6297337105828954
29/10/16,Wolfsburg,Leverkusen,1,2,1,0.47787277544967194
30/10/16,FC Koln,Hamburg,3,0,0,0.2996361028151098
30/10/16,Hoffenheim,Hertha,1,0,0,0.43736186109229014
04/11/16,Hertha,M'gladbach,3,0,0,0.30093897160381405
05/11/16,Bayern Munich,Hoffenheim,1,1,1,0.49523754130428305
05/11/16,Ein Frankfurt,FC Koln,1,0,0,0.3397371337239113
05/11/16,Freiburg,Wolfsburg,0,3,0,0.3622262641413527
05/11/16,Hamburg,Dortmund,2,5,1,0.3542464177598059
05/11/16,Ingolstadt,Augsburg,0,2,0,0.43312047270236376
05/11/16,Leverkusen,Darmstadt,3,2,1,0.45132855604004385
06/11/16,RB Leipzig,Mainz,3,1,1,0.4249009616401962
06/11/16,Schalke 04,Werder Bremen,3,1,1,0.5804826418426631
18/11/16,Leverkusen,RB Leipzig,2,3,1,0.40247206371842315
19/11/16,Augsburg,Hertha,0,0,0,0.36167395232116006
19/11/16,Darmstadt,Ingolstadt,0,1,0,0.39806635690072856
19/11/16,Dortmund,Bayern Munich,1,0,0,0.38176651077097506
19/11/16,Mainz,Freiburg,4,2,1,0.5084662350838451
19/11/16,M'gladbach,FC Koln,1,2,1,0.39632768910443694
19/11/16,Wolfsburg,Schalke 04,0,1,0,0.3322104802242566
20/11/16,Hoffenheim,Hamburg,2,2,1,0.42628212657150033
20/11/16,Werder Bremen,Ein Frankfurt,1,2,1,0.5376300251155197
25/11/16,Freiburg,RB Leipzig,1,4,1,0.3905818394866172
26/11/16,Bayern Munich,Leverkusen,2,1,1,0.5493717052527839
26/11/16,Ein Frankfurt,Dortmund,2,1,1,0.4022960014487482
26/11/16,FC Koln,Augsburg,0,0,0,0.39631674884517254
26/11/16,Hamburg,Werder Bremen,2,2,1,0.5533547443694012
26/11/16,Ingolstadt,Wolfsburg,1,1,1,0.39451855174221573
26/11/16,M'gladbach,Hoffenheim,1,1,1,0.4824421345352454
27/11/16,Hertha,Mainz,2,1,1,0.4303416645602962
27/11/16,Schalke 04,Darmstadt,3,1,1,0.45798057787129043
02/12/16,Mainz,Bayern Munich,1,3,1,0.500722629317042
03/12/16,Dortmund,M'gladbach,4,1,1,0.43992441654347525
03/12/16,Hoffenheim,FC Koln,4,0,0,0.46426918911003234
03/12/16,Leverkusen,Freiburg,1,1,1,0.5756666572330865
03/12/16,RB Leipzig,Schalke 04,2,1,1,0.43187302870545935
03/12/16,Werder Bremen,Ingolstadt,2,1,1,0.6395061327114662
03/12/16,Wolfsburg,Hertha,2,3,1,0.37997555158813395
04/12/16,Augsburg,Ein Frankfurt,1,1,1,0.38297763618968267
04/12/16,Darmstadt,Hamburg,0,2,0,0.3293549219368934
09/12/16,Ein Frankfurt,Hoffenheim,0,0,0,0.40252724859555267
10/12/16,Bayern Munich,Wolfsburg,5,0,0,0.3760207060898292
10/12/16,FC Koln,Dortmund,1,1,1,0.4543840433986766
10/12/16,Freiburg,Darmstadt,1,0,0,0.3983240370488136
10/12/16,Hamburg,Augsburg,1,0,0,0.34606630068653343
10/12/16,Hertha,Werder Bremen,0,1,0,0.5062148937119917
10/12/16,Ingolstadt,RB Leipzig,1,0,0,0.3693580993481766
11/12/16,M'gladbach,Mainz,1,0,0,0.4146927393248405
11/12/16,Schalke 04,Leverkusen,0,1,0,0.5010678791580123
16/12/16,Hoffenheim,Dortmund,2,2,1,0.5486898924067818
17/12/16,Augsburg,M'gladbach,1,0,0,0.3360010832836683
17/12/16,Mainz,Hamburg,3,1,1,0.4506832860683224
17/12/16,RB Leipzig,Hertha,2,0,0,0.31712185001661974
17/12/16,Schalke 04,Freiburg,1,1,1,0.4877102722635265
17/12/16,Werder Bremen,FC Koln,1,1,1,0.6259166933373399
17/12/16,Wolfsburg,Ein Frankfurt,1,0,0,0.29279768924455335
18/12/16,Darmstadt,Bayern Munich,0,1,0,0.3370443251154365
18/12/16,Leverkusen,Ingolstadt,1,2,1,0.5025475001625442
20/12/16,Dortmund,Augsburg,1,1,1,0.47280122280238746
20/12/16,Ein Frankfurt,Mainz,3,0,0,0.3984920434688273
20/12/16,Hamburg,Schalke 04,2,1,1,0.43929633198821577
20/12/16,M'gladbach,Wolfsburg,1,2,1,0.36910534041906184
21/12/16,Bayern Munich,RB Leipzig,3,0,0,0.31028377391042616
21/12/16,FC Koln,Leverkusen,1,1,1,0.5524441818071003
21/12/16,Hertha,Darmstadt,2,0,0,0.28664673281825986
21/12/16,Hoffenheim,Werder Bremen,1,1,1,0.6515286697828926
21/12/16,Ingolstadt,Freiburg,1,2,1,0.5009112127278788
20/01/17,Freiburg,Bayern Munich,1,2,1,0.40244704466744685
21/01/17,Augsburg,Hoffenheim,0,2,0,0.38849453724613264
21/01/17,Darmstadt,M'gladbach,0,0,0,0.2770043308629839
21/01/17,RB Leipzig,Ein Frankfurt,3,0,0,0.2731691774498499
21/01/17,Schalke 04,Ingolstadt,1,0,0,0.4260735409534834
21/01/17,Werder Bremen,Dortmund,1,2,1,0.7602907955402842
21/01/17,Wolfsburg,Hamburg,1,0,0,0.3316470790225572
22/01/17,Leverkusen,Hertha,3,1,1,0.4725779716725312
22/01/17,Mainz,FC Koln,0,0,0,0.4512760867102775
27/01/17,Schalke 04,Ein Frankfurt,0,1,0,0.30812057451219604
28/01/17,Darmstadt,FC Koln,1,6,1,0.36593242339285553
28/01/17,Ingolstadt,Hamburg,3,1,1,0.41634759661165227
28/01/17,Leverkusen,M'gladbach,2,3,1,0.5220724702132397
28/01/17,RB Leipzig,Hoffenheim,2,1,1,0.42212679446115664
28/01/17,Werder Bremen,Bayern Munich,1,2,1,0.6392205173107119
28/01/17,Wolfsburg,Augsburg,1,2,1,0.35949887048485274
29/01/17,Freiburg,Hertha,2,1,1,0.41453331948585503
29/01/17,Mainz,Dortmund,1,1,1,0.6094892745049729
03/02/17,Hamburg,Leverkusen,1,0,0,0.4956353768918721
04/02/17,Bayern Munich,Schalke 04,1,1,1,0.4403041764262602
04/02/17,Dortmund,RB Leipzig,1,0,0,0.40957368993121623
04/02/17,FC Koln,Wolfsburg,1,0,0,0.3554630383314106
04/02/17,Hertha,Ingolstadt,1,0,0,0.33929090701491194
04/02/17,Hoffenheim,Mainz,4,0,0,0.44527660172479133
04/02/17,M'gladbach,Freiburg,3,0,0,0.429148601753832
05/02/17,Augsburg,Werder Bremen,3,2,1,0.5747764798686013
05/02/17,Ein Frankfurt,Darmstadt,2,0,0,0.23512445140147853
10/02/17,Mainz,Augsburg,2,0,0,0.3729677549769534
11/02/17,Darmstadt,Dortmund,2,1,1,0.4798291528295931
11/02/17,Ingolstadt,Bayern Munich,0,2,0,0.39901794632255927
11/02/17,Leverkusen,Ein Frankfurt,3,0,0,0.35283082862532944
11/02/17,RB Leipzig,Hamburg,0,3,0,0.2777249671801586
11/02/17,Schalke 04,Hertha,2,0,0,0.31563546872476866
11/02/17,Werder Bremen,M'gladbach,0,1,0,0.5159434920574805
12/02/17,Freiburg,FC Koln,2,1,1,0.4904891300185953
12/02/17,Wolfsburg,Hoffenheim,2,1,1,0.4317531455440484
17/02/17,Augsburg,Leverkusen,1,3,1,0.5170028500568049
18/02/17,Dortmund,Wolfsburg,3,0,0,0.4292643570534231
18/02/17,Ein Frankfurt,Ingolstadt,0,2,0,0.24780040468786968
18/02/17,Hamburg,Freiburg,2,2,1,0.4895900627129608
18/02/17,Hertha,Bayern Munich,1,1,1,0.3792475846393293
18/02/17,Hoffenheim,Darmstadt,2,0,0,0.3479687600116181
18/02/17,Mainz,Werder Bremen,0,2,0,0.4863534809286305
19/02/17,FC Koln,Schalke 04,1,1,1,0.47083332556450264
19/02/17,M'gladbach,RB Leipzig,1,2,1,0.310364888924681
24/02/17,Wolfsburg,Werder Bremen,1,2,1,0.5265931364011058
25/02/17,Bayern Munich,Hamburg,8,0,0,0.3435391692881846
25/02/17,Darmstadt,Augsburg,1,2,1,0.38291988960422246
25/02/17,Freiburg,Dortmund,0,3,0,0.5115219661375168
25/02/17,Hertha,Ein Frankfurt,2,0,0,0.18654696462768156
25/02/17,Leverkusen,Mainz,0,2,0,0.3821478856688011
25/02/17,RB Leipzig,FC Koln,3,1,1,0.4345520111479483
26/02/17,Ingolstadt,M'gladbach,0,2,0,0.293218951798845
26/02/17,Schalke 04,Hoffenheim,1,1,1,0.4446602230748051
03/03/17,Augsburg,RB Leipzig,2,2,1,0.41058716418766983
04/03/17,Dortmund,Leverkusen,6,2,1,0.5249722508929069
04/03/17,FC Koln,Bayern Munich,0,3,0,0.4100335794989067
04/03/17,Hoffenheim,Ingolstadt,5,2,1,0.39736922852181905
04/03/17,Mainz,Wolfsburg,1,1,1,0.3585384128156388
04/03/17,M'gladbach,Schalke 04,4,2,1,0.43342064916349116
04/03/17,Werder Bremen,Darmstadt,2,0,0,0.43221426989338574
05/03/17,Ein Frankfurt,Freiburg,1,2,1,0.3593291965697283
05/03/17,Hamburg,Hertha,1,0,0,0.27652292598695133
10/03/17,Leverkusen,Werder Bremen,1,1,1,0.5845151346995007
11/03/17,Bayern Munich,Ein Frankfurt,3,0,0,0.2177612953364449
11/03/17,Darmstadt,Mainz,2,1,1,0.36291934434676065
11/03/17,Freiburg,Hoffenheim,1,1,1,0.5593183092240621
11/03/17,Hertha,Dortmund,2,1,1,0.4281840815815545
11/03/17,Ingolstadt,FC Koln,2,2,1,0.4627247700865429
11/03/17,RB Leipzig,Wolfsburg,0,1,0,0.3440043622735687
12/03/17,Hamburg,M'gladbach,2,1,1,0.3673451180714285
12/03/17,Schalke 04,Augsburg,3,0,0,0.4203058031292295
17/03/17,Dortmund,Ingolstadt,1,0,0,0.35934848168609157
18/03/17,Augsburg,Freiburg,1,1,1,0.5636563288559435
18/03/17,Ein Frankfurt,Hamburg,0,0,0,0.20082880474089193
18/03/17,FC Koln,Hertha,4,2,1,0.4223251120607582
18/03/17,Hoffenheim,Leverkusen,1,0,0,0.47806158324329817
18/03/17,Werder Bremen,RB Leipzig,3,0,0,0.4175962098117927
18/03/17,Wolfsburg,Darmstadt,1,0,0,0.308925276311411
19/03/17,Mainz,Schalke 04,0,1,0,0.3828175452601439
19/03/17,M'gladbach,Bayern Munich,0,1,0,0.33236920739453024
31/03/17,Hertha,Hoffenheim,1,3,1,0.4916962567091714
01/04/17,Bayern Munich,Augsburg,6,0,0,0.3282676712111552
01/04/17,Ein Frankfurt,M'gladbach,0,0,0,0.21813801686076723
01/04/17,Freiburg,Werder Bremen,2,5,1,0.5837943921389422
01/04/17,Hamburg,FC Koln,2,1,1,0.4863431506034994
01/04/17,RB Leipzig,Darmstadt,4,0,0,0.2705876607801127
01/04/17,Schalke 04,Dortmund,1,1,1,0.48526816436427195
02/04/17,Ingolstadt,Mainz,2,1,1,0.3738865653726754
02/04/17,Leverkusen,Wolfsburg,3,3,1,0.4427452090592334
04/04/17,Dortmund,Hamburg,3,0,0,0.321342167875321
04/04/17,FC Koln,Ein Frankfurt,1,0,0,0.2909548395965369
04/04/17,Hoffenheim,Bayern Munich,1,0,0,0.32454659183363643
04/04/17,Werder Bremen,Schalke 04,3,0,0,0.4419486934225657
05/04/17,Augsburg,Ingolstadt,2,3,1,0.48271340294621806
05/04/17,Darmstadt,Leverkusen,0,2,0,0.3788219525744333
05/04/17,Mainz,RB Leipzig,2,3,1,0.37860491532991913
05/04/17,M'gladbach,Hertha,1,0,0,0.3250983804716383
05/04/17,Wolfsburg,Freiburg,0,1,0,0.45456157594845864
07/04/17,Ein Frankfurt,Werder Bremen,2,2,1,0.3581178369415852
08/04/17,Bayern Munich,Dortmund,4,1,1,0.38828372710668957
08/04/17,FC Koln,M'gladbach,2,3,1,0.4088880835836931
08/04/17,Freiburg,Mainz,1,0,0,0.41021624070815477
08/04/17,Hamburg,Hoffenheim,2,1,1,0.47025514086184816
08/04/17,RB Leipzig,Leverkusen,1,0,0,0.3271896876541627
08/04/17,Schalke 04,Wolfsburg,4,1,1,0.40675390460042404
09/04/17,Hertha,Augsburg,2,0,0,0.34907678831314454
09/04/17,Ingolstadt,Darmstadt,3,2,1,0.3654019779986253
15/04/17,Augsburg,FC Koln,2,1,1,0.5823936910089103
15/04/17,Dortmund,Ein Frankfurt,3,1,1,0.33227823016765506
