Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Note
29/09/12,Dortmund,M'gladbach,5,0,0,0.3591765865848202
29/09/12,Hamburg,Hannover,1,0,0,0.36975574182483173
29/09/12,Hoffenheim,Augsburg,0,0,0,0.41407560743932126
29/09/12,Leverkusen,Greuther Furth,2,0,0,0.21725289282005594
29/09/12,Nurnberg,Stuttgart,0,2,0,0.48175349151135016
29/09/12,Werder Bremen,Bayern Munich,0,2,0,0.41673858322933277
30/09/12,Ein Frankfurt,Freiburg,2,1,1,0.4400436074870441
30/09/12,Wolfsburg,Mainz,0,2,0,0.33304826305131185
05/10/12,Augsburg,Werder Bremen,3,1,1,0.5293868405303226
06/10/12,Bayern Munich,Hoffenheim,2,0,0,0.3424717880405418
06/10/12,Freiburg,Nurnberg,3,0,0,0.4315565212200523
06/10/12,Greuther Furth,Hamburg,0,1,0,0.1906846034747205
06/10/12,Mainz,Fortuna Dusseldorf,1,0,0,0.13332722659311436
06/10/12,Schalke 04,Wolfsburg,3,0,0,0.29818383996745224
07/10/12,Hannover,Dortmund,1,1,1,0.5650077511427118
07/10/12,M'gladbach,Ein Frankfurt,2,0,0,0.3580480388419337
07/10/12,Stuttgart,Leverkusen,2,2,1,0.4076625043133195
19/10/12,Hoffenheim,Greuther Furth,3,3,1,0.2693944611982978
20/10/12,Dortmund,Schalke 04,1,2,1,0.4709365385840826
20/10/12,Ein Frankfurt,Hannover,3,1,1,0.4734489066318808
20/10/12,Fortuna Dusseldorf,Bayern Munich,0,5,0,0.12429870003069612
20/10/12,Leverkusen,Mainz,2,2,1,0.367909545307913
20/10/12,Werder Bremen,M'gladbach,4,0,0,0.3815257124480159
20/10/12,Wolfsburg,Freiburg,0,2,0,0.31370880449788474
21/10/12,Hamburg,Stuttgart,0,1,0,0.35165815280859875
21/10/12,Nurnberg,Augsburg,0,0,0,0.3922168846309223
26/10/12,Augsburg,Hamburg,0,2,0,0.29864626443985165
27/10/12,Fortuna Dusseldorf,Wolfsburg,1,4,1,0.18154585692190792
27/10/12,Freiburg,Dortmund,0,2,0,0.4376990777773708
27/10/12,Greuther Furth,Werder Bremen,1,1,1,0.39481116530448546
27/10/12,Mainz,Hoffenheim,3,0,0,0.3101660926691556
27/10/12,Schalke 04,Nurnberg,1,0,0,0.3344281309289357
28/10/12,Bayern Munich,Leverkusen,1,2,1,0.39871580173453947
28/10/12,Hannover,M'gladbach,2,3,1,0.4831195891077017
28/10/12,Stuttgart,Ein Frankfurt,2,1,1,0.428795513249417
02/11/12,Ein Frankfurt,Greuther Furth,1,1,1,0.3812951323975222
03/11/12,Dortmund,Stuttgart,0,0,0,0.3826327722989024
03/11/12,Hamburg,Bayern Munich,0,3,0,0.21445055388988127
03/11/12,Hannover,Augsburg,2,0,0,0.42255853346280464
03/11/12,Hoffenheim,Schalke 04,3,2,1,0.4538924548688742
03/11/12,M'gladbach,Freiburg,1,1,1,0.3782798868939179
03/11/12,Nurnberg,Wolfsburg,1,0,0,0.2847519808206068
04/11/12,Leverkusen,Fortuna Dusseldorf,3,2,1,0.3349504231376864
04/11/12,Werder Bremen,Mainz,2,1,1,0.4257323561936263
09/11/12,Mainz,Nurnberg,2,1,1,0.3110239618830647
10/11/12,Augsburg,Dortmund,1,3,1,0.43866084448299264
10/11/12,Bayern Munich,Ein Frankfurt,2,0,0,0.29457729254724974
10/11/12,Fortuna Dusseldorf,Hoffenheim,1,1,1,0.3073030137143908
10/11/12,Freiburg,Hamburg,0,0,0,0.2846783628551211
10/11/12,Schalke 04,Werder Bremen,2,1,1,0.531590077077205
11/11/12,Greuther Furth,M'gladbach,2,4,1,0.29829079721659446
11/11/12,Stuttgart,Hannover,2,4,1,0.4458015598563432
11/11/12,Wolfsburg,Leverkusen,3,1,1,0.45287945610069624
17/11/12,Dortmund,Greuther Furth,3,1,1,0.3655229570333721
17/11/12,Ein Frankfurt,Augsburg,4,2,1,0.43571572575722517
17/11/12,Hamburg,Mainz,1,0,0,0.2558573701127812
17/11/12,Hannover,Freiburg,1,2,1,0.4897830239986116
17/11/12,Leverkusen,Schalke 04,2,0,0,0.4776809649914293
17/11/12,M'gladbach,Stuttgart,1,2,1,0.4393879698720584
17/11/12,Nurnberg,Bayern Munich,1,1,1,0.3030990300129351
18/11/12,Hoffenheim,Wolfsburg,1,3,1,0.42005233722496255
18/11/12,Werder Bremen,Fortuna Dusseldorf,2,1,1,0.4079784486163065
23/11/12,Fortuna Dusseldorf,Hamburg,2,0,0,0.20100364970300869
24/11/12,Bayern Munich,Hannover,5,0,0,0.3480800215397767
24/11/12,Greuther Furth,Nurnberg,0,0,0,0.28818424221253336
24/11/12,Mainz,Dortmund,1,2,1,0.456116846594866
24/11/12,Schalke 04,Ein Frankfurt,1,1,1,0.41959105230823057
24/11/12,Wolfsburg,Werder Bremen,1,1,1,0.5907466571889245
25/11/12,Augsburg,M'gladbach,1,1,1,0.4397374343325714
25/11/12,Freiburg,Stuttgart,3,0,0,0.34198866750149226
25/11/12,Hoffenheim,Leverkusen,1,2,1,0.5956801137726755
27/11/12,Dortmund,Fortuna Dusseldorf,1,1,1,0.3922906187531433
27/11/12,Ein Frankfurt,Mainz,1,3,1,0.5221433457757169
27/11/12,Hamburg,Schalke 04,3,1,1,0.376869837843232
27/11/12,Hannover,Greuther Furth,2,0,0,0.3959344959943354
28/11/12,Freiburg,Bayern Munich,0,2,0,0.2356472607866052
28/11/12,M'gladbach,Wolfsburg,2,0,0,0.4007964124511049
28/11/12,Nurnberg,Hoffenheim,4,2,1,0.45368718425252463
28/11/12,Stuttgart,Augsburg,2,1,1,0.4422244273042305
28/11/12,Werder Bremen,Leverkusen,1,4,1,0.6461195635063989
30/11/12,Fortuna Dusseldorf,Ein Frankfurt,4,0,0,0.3409844586160864
01/12/12,Augsburg,Freiburg,1,1,1,0.433741756715738
01/12/12,Bayern Munich,Dortmund,1,1,1,0.44817404389393956
01/12/12,Greuther Furth,Stuttgart,0,1,0,0.30610569239217833
01/12/12,Leverkusen,Nurnberg,1,0,0,0.3787771952426456
01/12/12,Mainz,Hannover,2,1,1,0.4383046042321815
01/12/12,Schalke 04,M'gladbach,1,1,1,0.5066667025397047
02/12/12,Hoffenheim,Werder Bremen,1,4,1,0.7069592548761898
02/12/12,Wolfsburg,Hamburg,1,1,1,0.34124899798847397
07/12/12,Hamburg,Hoffenheim,2,0,0,0.36595456394755743
08/12/12,Augsburg,Bayern Munich,0,2,0,0.34327936770018935
08/12/12,Dortmund,Wolfsburg,2,3,1,0.5052961966695209
08/12/12,Ein Frankfurt,Werder Bremen,4,1,1,0.6872292474648178
08/12/12,Freiburg,Greuther Furth,1,0,0,0.25406164348641813
08/12/12,Nurnberg,Fortuna Dusseldorf,2,0,0,0.286516952704145
08/12/12,Stuttgart,Schalke 04,3,1,1,0.5545337118580472
09/12/12,Hannover,Leverkusen,3,2,1,0.5731355200140801
09/12/12,M'gladbach,Mainz,2,0,0,0.43082764787876704
14/12/12,Bayern Munich,M'gladbach,1,1,1,0.41747535808991454
15/12/12,Fortuna Dusseldorf,Hannover,2,1,1,0.4180576611572247
15/12/12,Greuther Furth,Augsburg,1,1,1,0.380441512138613
15/12/12,Leverkusen,Hamburg,3,0,0,0.33132170438225866
15/12/12,Mainz,Stuttgart,3,1,1,0.45871176564203187
15/12/12,Schalke 04,Freiburg,1,3,1,0.4671005746923127
15/12/12,Wolfsburg,Ein Frankfurt,0,2,0,0.41602382120595743
16/12/12,Hoffenheim,Dortmund,1,3,1,0.6888795085229622
16/12/12,Werder Bremen,Nurnberg,1,1,1,0.5378698247853537
18/01/13,Schalke 04,Hannover,5,4,1,0.587659565874505
19/01/13,Bayern Munich,Greuther Furth,2,0,0,0.2481148493753213
19/01/13,Hoffenheim,M'gladbach,0,0,0,0.5103638308319085
19/01/13,Leverkusen,Ein Frankfurt,3,1,1,0.44297545271473465
19/01/13,Mainz,Freiburg,0,0,0,0.3786160753361083
19/01/13,Werder Bremen,Dortmund,0,5,0,0.6563861195030667
19/01/13,Wolfsburg,Stuttgart,2,0,0,0.4058229134816773
20/01/13,Fortuna Dusseldorf,Augsburg,2,3,1,0.4457611129943589
20/01/13,Nurnberg,Hamburg,1,1,1,0.327172293583325
25/01/13,Dortmund,Nurnberg,3,0,0,0.41197567822469827
26/01/13,Augsburg,Schalke 04,0,0,0,0.544142306648371
26/01/13,Ein Frankfurt,Hoffenheim,2,1,1,0.5483087959903216
26/01/13,Freiburg,Leverkusen,0,0,0,0.3895315714642711
26/01/13,Greuther Furth,Mainz,0,3,0,0.2775447771816125
26/01/13,Hannover,Wolfsburg,2,1,1,0.4843105764513979
26/01/13,M'gladbach,Fortuna Dusseldorf,2,1,1,0.4063241369973636
27/01/13,Hamburg,Werder Bremen,3,2,1,0.543581257622009
27/01/13,Stuttgart,Bayern Munich,0,2,0,0.3044171565538688
01/02/13,Werder Bremen,Hannover,2,0,0,0.5513046507122168
02/02/13,Fortuna Dusseldorf,Stuttgart,3,1,1,0.4083853084232715
02/02/13,Hamburg,Ein Frankfurt,0,2,0,0.32176498407435955
02/02/13,Hoffenheim,Freiburg,2,1,1,0.4923522117999659
02/02/13,Mainz,Bayern Munich,0,3,0,0.2662672520122197
02/02/13,Schalke 04,Greuther Furth,1,2,1,0.4358507686240605
02/02/13,Wolfsburg,Augsburg,1,1,1,0.5013728581842505
03/02/13,Leverkusen,Dortmund,2,3,1,0.5362185143165676
03/02/13,Nurnberg,M'gladbach,2,1,1,0.45352383126959894
09/02/13,Bayern Munich,Schalke 04,4,0,0,0.3715936644792784
09/02/13,Dortmund,Hamburg,1,4,1,0.4523933033824102
09/02/13,Ein Frankfurt,Nurnberg,0,0,0,0.37096333652965224
09/02/13,Greuther Furth,Wolfsburg,0,1,0,0.29629587913590816
09/02/13,Hannover,Hoffenheim,1,0,0,0.5119886958715971
09/02/13,M'gladbach,Leverkusen,3,3,1,0.532859859849601
09/02/13,Stuttgart,Werder Bremen,1,4,1,0.6182465206736908
10/02/13,Augsburg,Mainz,1,1,1,0.43897595514536125
10/02/13,Freiburg,Fortuna Dusseldorf,1,0,0,0.29486067406814265
15/02/13,Wolfsburg,Bayern Munich,0,2,0,0.25196441657052737
16/02/13,Dortmund,Ein Frankfurt,3,0,0,0.4074969965376911
16/02/13,Fortuna Dusseldorf,Greuther Furth,1,0,0,0.27493345026001537
16/02/13,Hamburg,M'gladbach,1,0,0,0.3747606998185793
16/02/13,Leverkusen,Augsburg,2,1,1,0.5704174677753066
16/02/13,Mainz,Schalke 04,2,2,1,0.49403719109187033
16/02/13,Werder Bremen,Freiburg,2,3,1,0.48624410331878903
17/02/13,Hoffenheim,Stuttgart,0,1,0,0.4409648035611857
17/02/13,Nurnberg,Hannover,2,2,1,0.4805797455613156
22/02/13,Freiburg,Ein Frankfurt,0,0,0,0.2602452501461743
23/02/13,Augsburg,Hoffenheim,2,1,1,0.5325113590131106
23/02/13,Bayern Munich,Werder Bremen,6,1,1,0.49504239508702846
23/02/13,Hannover,Hamburg,5,1,1,0.47448354742589044
23/02/13,Mainz,Wolfsburg,1,1,1,0.4097728296973818
23/02/13,Schalke 04,Fortuna Dusseldorf,2,1,1,0.511321057320745
23/02/13,Stuttgart,Nurnberg,1,1,1,0.449876832345767
24/02/13,Greuther Furth,Leverkusen,0,0,0,0.3494843648930056
24/02/13,M'gladbach,Dortmund,1,1,1,0.5517853530466488
01/03/13,Ein Frankfurt,M'gladbach,0,1,0,0.3885182186709417
02/03/13,Dortmund,Hannover,3,1,1,0.5535778559782262
02/03/13,Hamburg,Greuther Furth,1,1,1,0.30055842917896963
02/03/13,Leverkusen,Stuttgart,2,1,1,0.49284317728573335
02/03/13,Nurnberg,Freiburg,1,1,1,0.45677454141817964
02/03/13,Werder Bremen,Augsburg,0,1,0,0.5540002868860381
02/03/13,Wolfsburg,Schalke 04,1,4,1,0.5139359698178154
03/03/13,Fortuna Dusseldorf,Mainz,1,1,1,0.4530499482632871
03/03/13,Hoffenheim,Bayern Munich,0,1,0,0.29876870687027296
08/03/13,Augsburg,Nurnberg,1,2,1,0.5207956377530212
09/03/13,Bayern Munich,Fortuna Dusseldorf,3,2,1,0.34545260693055535
09/03/13,Freiburg,Wolfsburg,2,5,1,0.3983828113569299
09/03/13,Greuther Furth,Hoffenheim,0,3,0,0.2930747318851678
09/03/13,Mainz,Leverkusen,1,0,0,0.4437151921530093
09/03/13,M'gladbach,Werder Bremen,1,1,1,0.6361716963602473
09/03/13,Schalke 04,Dortmund,2,1,1,0.6539426058732083
10/03/13,Hannover,Ein Frankfurt,0,0,0,0.37008393207665097
10/03/13,Stuttgart,Hamburg,0,1,0,0.4170834406171855
15/03/13,Wolfsburg,Fortuna Dusseldorf,1,1,1,0.5010837324570092
16/03/13,Dortmund,Freiburg,5,1,1,0.5504402230676375
16/03/13,Hamburg,Augsburg,0,1,0,0.4271302789955882
16/03/13,Hoffenheim,Mainz,0,0,0,0.3711356732172707
16/03/13,Leverkusen,Bayern Munich,1,2,1,0.39098774841529726
16/03/13,Nurnberg,Schalke 04,3,0,0,0.5259338077707358
16/03/13,Werder Bremen,Greuther Furth,2,2,1,0.42332733306193293
17/03/13,Ein Frankfurt,Stuttgart,1,2,1,0.3895683790163698
17/03/13,M'gladbach,Hannover,1,0,0,0.4738101690039748
30/03/13,Augsburg,Hannover,0,2,0,0.4495482561900008
30/03/13,Bayern Munich,Hamburg,9,2,1,0.3694432668769985
30/03/13,Fortuna Dusseldorf,Leverkusen,1,4,1,0.5249864078237951
30/03/13,Freiburg,M'gladbach,2,0,0,0.3391890413325376
30/03/13,Mainz,Werder Bremen,1,1,1,0.6046857755450251
30/03/13,Schalke 04,Hoffenheim,3,0,0,0.4209464113458963
30/03/13,Stuttgart,Dortmund,1,2,1,0.5922622028387585
31/03/13,Greuther Furth,Ein Frankfurt,2,3,1,0.2490088662936148
31/03/13,Wolfsburg,Nurnberg,2,2,1,0.5095629734998248
05/04/13,Hoffenheim,Fortuna Dusseldorf,3,0,0,0.37164995446679094
06/04/13,Dortmund,Augsburg,4,2,1,0.5771187987621293
06/04/13,Ein Frankfurt,Bayern Munich,0,1,0,0.2715721372171105
06/04/13,Hamburg,Freiburg,0,1,0,0.3554612874600992
06/04/13,Leverkusen,Wolfsburg,1,1,1,0.5897265387440834
06/04/13,M'gladbach,Greuther Furth,1,0,0,0.3165136963213107
06/04/13,Werder Bremen,Schalke 04,0,2,0,0.4968042222762341
07/04/13,Hannover,Stuttgart,0,0,0,0.41361272855391173
07/04/13,Nurnberg,Mainz,2,1,1,0.5166886996138151
12/04/13,Freiburg,Hannover,3,1,1,0.3814415778152901
13/04/13,Bayern Munich,Nurnberg,4,0,0,0.3956012187422485
13/04/13,Fortuna Dusseldorf,Werder Bremen,2,2,1,0.6317816681700279
13/04/13,Greuther Furth,Dortmund,1,6,1,0.5457082189511745
13/04/13,Mainz,Hamburg,1,2,1,0.45665115504592957
13/04/13,Schalke 04,Leverkusen,2,2,1,0.5669231370159071
13/04/13,Wolfsburg,Hoffenheim,2,2,1,0.4769004812096957
14/04/13,Augsburg,Ein Frankfurt,2,0,0,0.32720023964530476
14/04/13,Stuttgart,M'gladbach,2,0,0,0.37755146365925984
19/04/13,M'gladbach,Augsburg,1,0,0,0.32891291515960597
20/04/13,Dortmund,Mainz,2,0,0,0.5258414712759509
20/04/13,Ein Frankfurt,Schalke 04,1,0,0,0.33521463627698955
20/04/13,Hamburg,Fortuna Dusseldorf,2,1,1,0.4490728302615469
20/04/13,Hannover,Bayern Munich,1,6,1,0.35455174280536916
20/04/13,Leverkusen,Hoffenheim,5,0,0,0.4132244340614948
20/04/13,Werder Bremen,Wolfsburg,0,3,0,0.5136719882809964
21/04/13,Nurnberg,Greuther Furth,0,1,0,0.3768666906113126
21/04/13,Stuttgart,Freiburg,2,1,1,0.4791003446447508
26/04/13,Greuther Furth,Hannover,2,3,1,0.3978132543395856
27/04/13,Augsburg,Stuttgart,3,0,0,0.3604281855304049
27/04/13,Bayern Munich,Freiburg,1,0,0,0.3860272793124918
27/04/13,Fortuna Dusseldorf,Dortmund,1,2,1,0.6721332842440345
27/04/13,Hoffenheim,Nurnberg,2,1,1,0.39646756910883557
27/04/13,Leverkusen,Werder Bremen,1,0,0,0.5497238280580198
27/04/13,Wolfsburg,M'gladbach,3,1,1,0.4747382402158052
28/04/13,Mainz,Ein Frankfurt,0,0,0,0.3008863704235807
28/04/13,Schalke 04,Hamburg,4,1,1,0.48160588742797883
03/05/13,M'gladbach,Schalke 04,0,1,0,0.3106895013987595
04/05/13,Dortmund,Bayern Munich,1,1,1,0.49420809533774895
04/05/13,Ein Frankfurt,Fortuna Dusseldorf,3,1,1,0.46076631790859746
04/05/13,Hannover,Mainz,2,2,1,0.45896803772423944
04/05/13,Nurnberg,Leverkusen,0,2,0,0.43898803929557795
04/05/13,Stuttgart,Greuther Furth,0,2,0,0.34571070686717464
04/05/13,Werder Bremen,Hoffenheim,2,2,1,0.4131390093866897
05/05/13,Freiburg,Augsburg,2,0,0,0.299296464601693
05/05/13,Hamburg,Wolfsburg,1,1,1,0.542198268362325
11/05/13,Bayern Munich,Augsburg,3,0,0,0.28066737031810035
11/05/13,Fortuna Dusseldorf,Nurnberg,1,2,1,0.5775517079323368
11/05/13,Greuther Furth,Freiburg,1,2,1,0.3956427713157754
11/05/13,Hoffenheim,Hamburg,1,4,1,0.46813219477535967
11/05/13,Leverkusen,Hannover,3,1,1,0.5019239408239844
11/05/13,Mainz,M'gladbach,2,4,1,0.39485411870685405
11/05/13,Schalke 04,Stuttgart,1,2,1,0.43997755676726197
11/05/13,Werder Bremen,Ein Frankfurt,1,1,1,0.395375561644839
11/05/13,Wolfsburg,Dortmund,3,3,1,0.7515343190869626
18/05/13,Augsburg,Greuther Furth,3,1,1,0.34167041787892793
18/05/13,Dortmund,Hoffenheim,1,2,1,0.5740551222467125
18/05/13,Ein Frankfurt,Wolfsburg,2,2,1,0.5069573592352622
18/05/13,Freiburg,Schalke 04,1,2,1,0.40330403379538454
18/05/13,Hamburg,Leverkusen,0,1,0,0.4052133667552591
18/05/13,Hannover,Fortuna Dusseldorf,3,0,0,0.49490563841845847
18/05/13,M'gladbach,Bayern Munich,3,4,1,0.34230694788723875
18/05/13,Nurnberg,Werder Bremen,3,2,1,0.5592406316283617
18/05/13,Stuttgart,Mainz,2,2,1,0.4637176832655595
09/08/13,Bayern Munich,M'gladbach,3,1,1,0.37917593229205104
10/08/13,Augsburg,Dortmund,0,4,0,0.4788369335620699
10/08/13,Braunschweig,Werder Bremen,0,1,0,0.292011399834154
10/08/13,Hannover,Wolfsburg,2,0,0,0.4872488336753931
10/08/13,Hertha,Ein Frankfurt,6,1,1,0.37364413919067097
10/08/13,Hoffenheim,Nurnberg,2,2,1,0.497077276836177
10/08/13,Leverkusen,Freiburg,3,1,1,0.48465692476109457
11/08/13,Mainz,Stuttgart,3,2,1,0.5077883275492538
11/08/13,Schalke 04,Hamburg,3,3,1,0.5796208502999046
17/08/13,Ein Frankfurt,Bayern Munich,0,1,0,0.3565382708610676
17/08/13,Freiburg,Mainz,1,2,1,0.5104418804066206
17/08/13,Hamburg,Hoffenheim,1,5,1,0.5213325914851489
17/08/13,M'gladbach,Hannover,3,0,0,0.3800094572970037
17/08/13,Stuttgart,Leverkusen,0,1,0,0.3943582608346517
17/08/13,Werder Bremen,Augsburg,1,0,0,0.33097349013700705
17/08/13,Wolfsburg,Schalke 04,4,0,0,0.48239882887074126
18/08/13,Dortmund,Braunschweig,2,1,1,0.34865935487329497
18/08/13,Nurnberg,Hertha,2,2,1,0.46789314711561814
23/08/13,Dortmund,Werder Bremen,1,0,0,0.5252869226510247
24/08/13,Bayern Munich,Nurnberg,2,0,0,0.40730294758684393
24/08/13,Hannover,Schalke 04,2,1,1,0.45910534987576346
24/08/13,Hertha,Hamburg,1,0,0,0.4659431067546931
24/08/13,Hoffenheim,Freiburg,3,3,1,0.5677040596556484
24/08/13,Leverkusen,M'gladbach,4,2,1,0.43808581298917043
24/08/13,Mainz,Wolfsburg,2,0,0,0.49119527620065895
25/08/13,Augsburg,Stuttgart,2,1,1,0.36036202538802997
25/08/13,Braunschweig,Ein Frankfurt,0,2,0,0.17123174591845056
27/08/13,Freiburg,Bayern Munich,1,1,1,0.46561841618768124
31/08/13,Hamburg,Braunschweig,4,0,0,0.23468385519875348
31/08/13,Hannover,Mainz,4,1,1,0.5219835409114022
31/08/13,M'gladbach,Werder Bremen,4,1,1,0.44727982728663973
31/08/13,Nurnberg,Augsburg,0,1,0,0.3231998216082256
31/08/13,Schalke 04,Leverkusen,2,0,0,0.4302752784339665
31/08/13,Wolfsburg,Hertha,2,0,0,0.3745851331818042
01/09/13,Ein Frankfurt,Dortmund,1,2,1,0.5472695075396039
01/09/13,Stuttgart,Hoffenheim,6,2,1,0.5479169331826458
13/09/13,Hertha,Stuttgart,0,1,0,0.3922425811019679
14/09/13,Augsburg,Freiburg,2,1,1,0.4814893708754677
14/09/13,Bayern Munich,Hannover,2,0,0,0.3644787398029473
14/09/13,Dortmund,Hamburg,6,2,1,0.5695983124018837
14/09/13,Leverkusen,Wolfsburg,3,1,1,0.45236462617750967
14/09/13,Mainz,Schalke 04,0,1,0,0.4130136248526928
14/09/13,Werder Bremen,Ein Frankfurt,0,3,0,0.35323162425879345
15/09/13,Braunschweig,Nurnberg,1,1,1,0.3073963182840909
15/09/13,Hoffenheim,M'gladbach,2,1,1,0.6027977661582893
20/09/13,M'gladbach,Braunschweig,4,1,1,0.323457621791681
21/09/13,Hamburg,Werder Bremen,0,2,0,0.3720997638090503
21/09/13,Hannover,Augsburg,2,1,1,0.37617731129417803
21/09/13,Mainz,Leverkusen,1,4,1,0.46149325008846287
21/09/13,Nurnberg,Dortmund,1,1,1,0.6065779017414944
21/09/13,Schalke 04,Bayern Munich,0,4,0,0.3556255116272112
21/09/13,Wolfsburg,Hoffenheim,2,1,1,0.5865176038234856
22/09/13,Freiburg,Hertha,1,1,1,0.47052968493322234
22/09/13,Stuttgart,Ein Frankfurt,1,1,1,0.4417098422321589
27/09/13,Augsburg,M'gladbach,2,2,1,0.5006933064726014
28/09/13,Bayern Munich,Wolfsburg,1,0,0,0.3140566603711392
28/09/13,Dortmund,Freiburg,5,0,0,0.5805629992109549
28/09/13,Ein Frankfurt,Hamburg,2,2,1,0.49555571315761526
28/09/13,Hertha,Mainz,3,1,1,0.49944237770426986
28/09/13,Hoffenheim,Schalke 04,3,3,1,0.5432195148367556
28/09/13,Leverkusen,Hannover,2,0,0,0.42596862245591605
29/09/13,Braunschweig,Stuttgart,0,4,0,0.2774854408009091
29/09/13,Werder Bremen,Nurnberg,3,3,1,0.4709934123668501
04/10/13,Hannover,Hertha,1,1,1,0.4282999665755308
05/10/13,Leverkusen,Bayern Munich,1,1,1,0.3944785462122419
05/10/13,Mainz,Hoffenheim,2,2,1,0.6558725168643742
05/10/13,M'gladbach,Dortmund,2,0,0,0.5328019928877279
05/10/13,Schalke 04,Augsburg,4,1,1,0.42859529485856934
05/10/13,Stuttgart,Werder Bremen,1,1,1,0.4571797757302747
05/10/13,Wolfsburg,Braunschweig,0,2,0,0.2529174754227492
06/10/13,Freiburg,Ein Frankfurt,1,1,1,0.523848163880801
06/10/13,Nurnberg,Hamburg,0,5,0,0.4617625020948097
18/10/13,Hoffenheim,Leverkusen,1,2,1,0.6132463119788526
19/10/13,Bayern Munich,Mainz,4,1,1,0.4798034916015241
19/10/13,Braunschweig,Schalke 04,2,3,1,0.30596370640460546
19/10/13,Dortmund,Hannover,1,0,0,0.4090559810840071
19/10/13,Ein Frankfurt,Nurnberg,1,1,1,0.5283573437195662
19/10/13,Hertha,M'gladbach,1,0,0,0.43308222988191936
19/10/13,Werder Bremen,Freiburg,0,0,0,0.4622770226520606
20/10/13,Augsburg,Wolfsburg,1,2,1,0.4476742716293495
20/10/13,Hamburg,Stuttgart,3,3,1,0.438326676231577
25/10/13,Stuttgart,Nurnberg,1,1,1,0.5796689987205013
26/10/13,Bayern Munich,Hertha,3,2,1,0.3828705475062608
26/10/13,Hannover,Hoffenheim,1,4,1,0.635346280251503
26/10/13,Leverkusen,Augsburg,2,1,1,0.5152604898809594
26/10/13,Mainz,Braunschweig,2,0,0,0.3394915451075881
26/10/13,Schalke 04,Dortmund,1,3,1,0.5198846145869229
26/10/13,Wolfsburg,Werder Bremen,3,0,0,0.3497052438878725
27/10/13,Freiburg,Hamburg,0,3,0,0.45765969845908017
27/10/13,M'gladbach,Ein Frankfurt,4,1,1,0.5020799268918351
01/11/13,Dortmund,Stuttgart,6,1,1,0.519010969768104
02/11/13,Braunschweig,Leverkusen,1,0,0,0.3019753755004191
02/11/13,Ein Frankfurt,Wolfsburg,1,2,1,0.5157994350695929
02/11/13,Hamburg,M'gladbach,0,2,0,0.40514824570554764
02/11/13,Hertha,Schalke 04,0,2,0,0.3857800463688208
02/11/13,Hoffenheim,Bayern Munich,1,2,1,0.6096967880995017
02/11/13,Nurnberg,Freiburg,0,3,0,0.447411708580433
03/11/13,Augsburg,Mainz,2,1,1,0.6272080997423986
03/11/13,Werder Bremen,Hannover,3,2,1,0.3914667628151949
08/11/13,Hannover,Braunschweig,0,0,0,0.30008157741575026
09/11/13,Bayern Munich,Augsburg,3,0,0,0.42041049875268643
09/11/13,Hoffenheim,Hertha,2,3,1,0.6284976754201966
09/11/13,Leverkusen,Hamburg,5,3,1,0.4853470640999283
09/11/13,M'gladbach,Nurnberg,3,1,1,0.5398251590610277
09/11/13,Schalke 04,Werder Bremen,3,1,1,0.48948358434517725
09/11/13,Wolfsburg,Dortmund,2,1,1,0.5120989446136014
10/11/13,Freiburg,Stuttgart,1,3,1,0.5339765603742652
10/11/13,Mainz,Ein Frankfurt,1,0,0,0.5097916714701625
22/11/13,Stuttgart,M'gladbach,0,2,0,0.4925644519129265
23/11/13,Augsburg,Hoffenheim,2,0,0,0.6156524926952183
23/11/13,Braunschweig,Freiburg,0,1,0,0.24848692141633555
23/11/13,Dortmund,Bayern Munich,0,3,0,0.42251174533324487
23/11/13,Ein Frankfurt,Schalke 04,3,3,1,0.5807160236202047
23/11/13,Hertha,Leverkusen,0,1,0,0.36094811963892875
23/11/13,Nurnberg,Wolfsburg,1,1,1,0.5020990660131415
24/11/13,Hamburg,Hannover,3,1,1,0.40384868715547784
24/11/13,Werder Bremen,Mainz,2,3,1,0.5638640545730759
29/11/13,Wolfsburg,Hamburg,1,1,1,0.4900425477121811
30/11/13,Bayern Munich,Braunschweig,2,0,0,0.22044750554870235
30/11/13,Hertha,Augsburg,0,0,0,0.34467752547459696
30/11/13,Hoffenheim,Werder Bremen,4,4,1,0.6422168199253488
30/11/13,Leverkusen,Nurnberg,3,0,0,0.5131480795196236
30/11/13,Mainz,Dortmund,1,3,1,0.5598285231323408
30/11/13,Schalke 04,Stuttgart,3,0,0,0.5070816470693289
01/12/13,Hannover,Ein Frankfurt,2,0,0,0.45092317445542807
01/12/13,M'gladbach,Freiburg,1,0,0,0.3494003721165846
06/12/13,Nurnberg,Mainz,1,1,1,0.6092094699583479
07/12/13,Dortmund,Leverkusen,0,1,0,0.3849353464327379
07/12/13,Ein Frankfurt,Hoffenheim,1,2,1,0.6758370067937036
07/12/13,Hamburg,Augsburg,0,1,0,0.3674186895626592
07/12/13,M'gladbach,Schalke 04,2,1,1,0.463682341981984
07/12/13,Stuttgart,Hannover,4,2,1,0.5070770140716645
07/12/13,Werder Bremen,Bayern Munich,0,7,0,0.36554301707903436
08/12/13,Braunschweig,Hertha,0,2,0,0.19259952880770276
08/12/13,Freiburg,Wolfsburg,0,3,0,0.3988868686114085
13/12/13,Hertha,Werder Bremen,3,2,1,0.3900392711095777
